;AphiaID;accid;class;order;family;genus;subgenus;species;subspecies;ScientificName;taxonomicStatus;taxonRank;type;authorship;source;valid_AphiaID
4234;453817;NA;Malacostraca;Decapoda;Portunidae;Lupa;NA;lobifrons;NA;Lupa lobifrons;unaccepted;Species;synonym;H. Milne Edwards, 1834;WORMS;208814
4235;459252;NA;Malacostraca;Decapoda;Portunidae;Scylla;NA;tranquebarica;var. oceanica;Scylla tranquebarica var. oceanica;unaccepted;Variety;synonym;Dana, 1852;WORMS;208814
4236;451967;NA;Malacostraca;Decapoda;Portunidae;Amphitrite;NA;media;NA;Amphitrite media;junior subjective synonym;Species;synonym;Stimpson, 1858;WORMS;442833
4237;452066;NA;Malacostraca;Decapoda;Portunidae;Callinectes;NA;Alcocki;NA;Callinectes Alcocki;junior subjective synonym;Species;synonym;PS Chen, 1933;WORMS;442833
4238;452073;NA;Malacostraca;Decapoda;Portunidae;Callinectes;NA;Platei;NA;Callinectes Platei;junior subjective synonym;Species;synonym;PS Chen, 1933;WORMS;442833
4239;452404;NA;Malacostraca;Decapoda;Portunidae;Portunus;NA;tranquebarica;NA;Portunus tranquebarica;superseded combination;Species;synonym;JC Fabricius, 1798;WORMS;442833
4240;454914;NA;Malacostraca;Decapoda;Portunidae;Portunus;NA;tranquebaricus;NA;Portunus tranquebaricus;unaccepted;Species;synonym;Latreille in Milbert, 1812;WORMS;442833
4241;454915;NA;Malacostraca;Decapoda;Portunidae;Portunus;NA;tranquebaricus;NA;Portunus tranquebaricus;unaccepted;Species;synonym;Weber, 1795;WORMS;442833
4242;452115;NA;Malacostraca;Decapoda;Cancridae;Cancer;NA;admete;NA;Cancer admete;superseded combination;Species;synonym;Herbst, 1803;WORMS;208849
4243;451784;NA;Malacostraca;Decapoda;Portunidae;Portunus;NA;integifrons;NA;Portunus integifrons;junior subjective synonym;Species;synonym;Marion de Procé, 1822;WORMS;208849
4244;459262;NA;Malacostraca;Decapoda;Portunidae;Thalamita;NA;admete;var. edwardsi;Thalamita admete var. edwardsi;junior subjective synonym;Variety;synonym;Borradaile, 1900;WORMS;208849
4245;455718;NA;Malacostraca;Decapoda;Portunidae;Thalamita;NA;dispar;NA;Thalamita dispar;junior subjective synonym;Species;synonym;Rathbun, 1914;WORMS;208849
4246;208845;NA;Malacostraca;Decapoda;Portunidae;Thalamita;NA;edwardsi;NA;Thalamita edwardsi;superseded combination;Species;synonym;Borradaile, 1900;WORMS;208849
4247;1421991;NA;Malacostraca;Decapoda;Portunidae;Thalamita;NA;kagosimensis;bacboensis;Thalamita kagosimensis bacboensis;superseded combination;Subspecies;synonym;Tien, 1969;WORMS;442879
4248;440925;NA;Malacostraca;Decapoda;Euryplacidae;Euryplax;NA;bevisi;NA;Euryplax bevisi;superseded combination;Species;synonym;Stebbing, 1921;WORMS;557909
4249;442883;NA;Malacostraca;Decapoda;Portunidae;Thalamita;NA;dakini;NA;Thalamita dakini;junior subjective synonym;Species;synonym;Montgomery, 1931;WORMS;557909
4250;455722;NA;Malacostraca;Decapoda;Portunidae;Thalamita;NA;medipacifica;NA;Thalamita medipacifica;junior subjective synonym;Species;synonym;Edmondson, 1954;WORMS;557909
