id,accid,canonical,authorship,taxon_rank,class,order,family,genus,subgenus,species,infraspecies,source,flags,valid,source_code,source_valid_code,type,marine,status
3497,0,Elamena sundaica,"P.K.L. Ng & Chuang, 1996",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamena,NA,sundaica,NA,WoRMS,NA,TRUE,441760,NA,accepted,1,accepted
3498,0,Elamena truncata,"(Stimpson, 1858)",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamena,NA,truncata,NA,WoRMS,NA,TRUE,441761,NA,accepted,1,accepted
3499,0,Elamena umerata,"J.S. Lucas, 1981",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamena,NA,umerata,NA,WoRMS,NA,TRUE,441762,NA,accepted,1,accepted
3500,0,Elamena vesca,"P.K.L. Ng & Richer de Forges, 1996",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamena,NA,vesca,NA,WoRMS,NA,TRUE,441763,NA,accepted,1,accepted
3501,0,Elamena xavieri,"Kemp, 1917",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamena,NA,xavieri,NA,WoRMS,NA,TRUE,441764,NA,accepted,1,accepted
3502,3501,Elamena (Trigonoplax) xavieri,"Kemp, 1917",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamena,Trigonoplax,xavieri,NA,WORMS,NA,FALSE,1424356,441764,synonym,1,superseded combination
3503,3589,Elamene filholi,"De Man, 1888",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamene,NA,filholi,NA,WORMS,NA,FALSE,452939,1061638,synonym,1,superseded combination
3504,3544,Elamene mexicana,"H. Milne Edwards, 1853",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamene,NA,mexicana,NA,WORMS,NA,FALSE,452940,441785,synonym,1,superseded combination
3505,3591,Elamene minuta,"A. Milne-Edwards, 1873",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamene,NA,minuta,NA,WORMS,NA,FALSE,452937,441803,synonym,1,superseded combination
3506,3630,Elamene pilosa,"A. Milne-Edwards, 1873",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamene,NA,pilosa,NA,WORMS,NA,FALSE,452938,441832,synonym,1,superseded combination
3507,3546,Elamene quoyi,"H. Milne Edwards, 1853",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamene,NA,quoyi,NA,WORMS,NA,FALSE,452941,1061640,synonym,1,superseded combination
3508,3500,Elamene truncata,"A. Milne-Edwards, 1873",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamene,NA,truncata,NA,WORMS,NA,FALSE,1398937,441763,synonym,1,unaccepted
3509,3553,Elamene Whitei,"Miers, 1876",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamene,NA,Whitei,NA,WORMS,NA,FALSE,452942,441791,synonym,1,superseded combination
3510,0,Elamenopsis ariakensis,"(T. Sakai, 1969)",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,ariakensis,NA,WoRMS,NA,TRUE,441765,NA,accepted,1,accepted
3511,3597,Elamenopsis aspinifera,"J.S. Lucas, 1981",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,aspinifera,NA,WORMS,NA,FALSE,452943,441805,synonym,1,superseded combination
3512,0,Elamenopsis comosa,"P.K.L. Ng & Chuang, 1996",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,comosa,NA,WoRMS,NA,TRUE,441766,NA,accepted,1,accepted
3513,3608,Elamenopsis frontalis,"J.S. Lucas & Davie, 1982",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,frontalis,NA,WORMS,NA,FALSE,452944,441814,synonym,1,superseded combination
3514,0,Elamenopsis gracilipes,"Rahayu & P.K.L. Ng, 2019",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,gracilipes,NA,WoRMS,NA,TRUE,1344896,NA,accepted,1,accepted
3515,0,Elamenopsis guinotae,"Poore, 2010",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,guinotae,NA,WoRMS,NA,TRUE,557804,NA,accepted,1,accepted
3516,3609,Elamenopsis hirtirostris,"J.S. Lucas & Davie, 1982",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,hirtirostris,NA,WORMS,NA,FALSE,452945,441815,synonym,1,superseded combination
3517,0,Elamenopsis lineata,"A. Milne-Edwards, 1873",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,lineata,NA,WoRMS,NA,TRUE,441767,NA,accepted,1,accepted
3518,3613,Elamenopsis mangalis,"P.K.L. Ng, 1988",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,mangalis,NA,WORMS,NA,FALSE,452946,441820,synonym,1,superseded combination
3519,3614,Elamenopsis minima,"J.S. Lucas & Davie, 1982",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,minima,NA,WORMS,NA,FALSE,452947,441821,synonym,1,superseded combination
3520,3617,Elamenopsis okinawaensis,"Nakasone & Takeda, 1994",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,okinawaensis,NA,WORMS,NA,FALSE,452948,441824,synonym,1,superseded combination
3521,0,Elamenopsis rotunda,"Naruse & P.K.L. Ng, 2007",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,rotunda,NA,WoRMS,NA,TRUE,441768,NA,accepted,1,accepted
3522,3622,Elamenopsis torrensica,"J.S. Lucas, 1981",Species,Malacostraca,Decapoda,Hymenosomatidae,Elamenopsis,NA,torrensica,NA,WORMS,NA,FALSE,452950,441829,synonym,1,unaccepted
3523,0,Guaplax denticulata,"Naruse, P.K.L. Ng & Guinot, 2008",Species,Malacostraca,Decapoda,Hymenosomatidae,Guaplax,NA,denticulata,NA,WoRMS,NA,TRUE,441769,NA,accepted,1,accepted
3524,0,Halicarcinides nuytsi,"(Hale, 1927 [in Hale, 1927-1929])",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinides,NA,nuytsi,NA,WoRMS,NA,TRUE,441770,NA,accepted,1,accepted
3525,3587,Halicarcinus afecundus,"J.S. Lucas, 1981",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,afecundus,NA,WORMS,NA,FALSE,441771,1061637,synonym,1,superseded combination
3526,3584,Halicarcinus bedfordi,"Montgomery, 1931",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,bedfordi,NA,WORMS,NA,FALSE,441772,1061613,synonym,1,superseded combination
3527,0,Halicarcinus cookii,"(Filhol, 1885)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,cookii,NA,WoRMS,NA,TRUE,441773,NA,accepted,1,accepted
3528,3585,Halicarcinus coralicola,"(Rathbun, 1909)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,coralicola,NA,WORMS,NA,FALSE,441774,1061614,synonym,1,superseded combination
3529,3589,Halicarcinus filholi,"(De Man, 1888)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,filholi,NA,WORMS,NA,FALSE,441775,1061638,synonym,1,superseded combination
3530,3466,Halicarcinus ginowan,"Naruse & Komai, 2009",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,ginowan,NA,WORMS,NA,FALSE,441776,1061609,synonym,1,superseded combination
3531,3636,Halicarcinus hondai,"(Takeda & Miyake, 1971)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,hondai,NA,WORMS,NA,FALSE,441777,455387,synonym,1,superseded combination
3532,3546,Halicarcinus Huttoni,"Filhol, 1885",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,Huttoni,NA,WORMS,NA,FALSE,1422794,1061640,synonym,1,junior subjective synonym
3533,3546,Halicarcinus innominatus,"Richardson, 1949",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,innominatus,NA,WORMS,NA,FALSE,394947,1061640,synonym,1,nomen nudum
3534,3586,Halicarcinus keijibabai,"(Takeda & Miyake, 1971)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,keijibabai,NA,WORMS,NA,FALSE,441778,1061615,synonym,1,unaccepted
3535,3543,Halicarcinus krefftii,"(Hess, 1865)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,krefftii,NA,WORMS,NA,FALSE,441779,441784,synonym,1,unaccepted
3536,3544,Halicarcinus leachi,"Guérin, 1832",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,leachi,NA,WORMS,NA,FALSE,1581948,441785,synonym,1,junior subjective synonym
3537,3650,Halicarcinus longipes,"S.-L. Yang & X.-M. Sun, 1998",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,longipes,NA,WORMS,NA,FALSE,441780,1061641,synonym,1,superseded combination
3538,3590,Halicarcinus lucasi,"Richer de Forges, 1993",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,lucasi,NA,WORMS,NA,FALSE,441781,1061639,synonym,1,superseded combination
3539,3641,Halicarcinus messor,"(Stimpson, 1858)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,messor,NA,WORMS,NA,FALSE,441782,455391,synonym,1,superseded combination
3540,3591,Halicarcinus minutus,"(A. Milne-Edwards, 1873)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,minutus,NA,WORMS,NA,FALSE,1474852,441803,synonym,1,superseded combination
3541,3524,Halicarcinus nuytsi,"Hale, 1927",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,nuytsi,NA,WORMS,NA,FALSE,878026,441770,synonym,1,superseded combination
3542,3593,Halicarcinus orientalis,"T. Sakai, 1932",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,orientalis,NA,WORMS,NA,FALSE,441783,1061643,synonym,1,superseded combination
3543,0,Halicarcinus ovatus,"Stimpson, 1858",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,ovatus,NA,WoRMS,NA,TRUE,441784,NA,accepted,1,accepted
3544,0,Halicarcinus planatus,"(J.C. Fabricius, 1775)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,planatus,NA,WoRMS,NA,TRUE,441785,NA,accepted,1,accepted
3545,3544,Halicarcinus pubescens,"Dana, 1851",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,pubescens,NA,WORMS,NA,FALSE,451749,441785,synonym,1,junior subjective synonym
3546,0,Halicarcinus quoyi,"(H. Milne Edwards, 1853)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,quoyi,NA,WoRMS,NA,TRUE,1061640,NA,accepted,1,accepted
3547,3592,Halicarcinus rostratus,"(Haswell, 1881)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,rostratus,NA,WORMS,NA,FALSE,441786,1061622,synonym,1,unaccepted
3548,3585,Halicarcinus septentrionalis,"Yokoya, 1928",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,septentrionalis,NA,WORMS,NA,FALSE,453294,1061614,synonym,1,junior subjective synonym
3549,3651,Halicarcinus setirostris,"(Stimpson, 1858)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,setirostris,NA,WORMS,NA,FALSE,441787,1061624,synonym,1,unaccepted
3550,0,Halicarcinus tongi,"Melrose, 1975",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,tongi,NA,WoRMS,NA,TRUE,441788,NA,accepted,1,accepted
3551,3652,Halicarcinus unidentatus,"S.-L. Yang & X.-M. Sun, 1998",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,unidentatus,NA,WORMS,NA,FALSE,441789,1061642,synonym,1,superseded combination
3552,0,Halicarcinus varius,"(Dana, 1851)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,varius,NA,WoRMS,NA,TRUE,441790,NA,accepted,1,accepted
3553,0,Halicarcinus whitei,"(Miers, 1876)",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,whitei,NA,WoRMS,NA,TRUE,441791,NA,accepted,1,accepted
3554,3651,Halicarcinus yangi,"Shen, 1932",Species,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,NA,yangi,NA,WORMS,NA,FALSE,1429942,1061624,synonym,1,junior subjective synonym
3555,0,Halimena aotearoa,"Melrose, 1975",Species,Malacostraca,Decapoda,Hymenosomatidae,Halimena,NA,aotearoa,NA,WoRMS,NA,TRUE,441792,NA,accepted,1,accepted
3556,3581,Hymenicoides microrhynchus,"PKL Ng, 1995",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicoides,NA,microrhynchus,NA,WORMS,NA,FALSE,453428,441799,synonym,1,superseded combination
3557,0,Hymenicoides robertsi,"Naruse & P.K.L. Ng, 2007",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicoides,NA,robertsi,NA,WoRMS,NA,TRUE,441794,NA,accepted,1,accepted
3558,3527,Hymenicus Cookii,"Filhol, 1885",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicus,NA,Cookii,NA,WORMS,NA,FALSE,1422795,441773,synonym,1,superseded combination
3559,3552,Hymenicus Edwardsii,"Filhol, 1885",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicus,NA,Edwardsii,NA,WORMS,NA,FALSE,453429,441790,synonym,1,junior subjective synonym
3560,3543,Hymenicus Haasti,"Filhol, 1885",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicus,NA,Haasti,NA,WORMS,NA,FALSE,1422796,441784,synonym,1,junior subjective synonym
3561,3610,Hymenicus inachoides,"Alcock, 1900",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicus,NA,inachoides,NA,WORMS,NA,FALSE,453430,441816,synonym,1,superseded combination
3562,3543,Hymenicus Krefftii,"Hess, 1865",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicus,NA,Krefftii,NA,WORMS,NA,FALSE,453431,441784,synonym,1,junior subjective synonym
3563,3552,Hymenicus marmoratus,"Chilton, 1882",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicus,NA,marmoratus,NA,WORMS,NA,FALSE,453432,441790,synonym,1,junior subjective synonym
3564,3552,Hymenicus novizealandiae,"Dana, 1851",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicus,NA,novizealandiae,NA,WORMS,NA,FALSE,453433,441790,synonym,1,superseded combination
3565,3594,Hymenicus pubescens,"Dana, 1851",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicus,NA,pubescens,NA,WORMS,NA,FALSE,453434,441804,synonym,1,superseded combination
3566,3552,Hymenicus varius,"Dana, 1851",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicus,NA,varius,NA,WORMS,NA,FALSE,453435,441790,synonym,1,superseded combination
3567,3627,Hymenicus Wood-Masoni,"Alcock, 1900",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenicus,NA,Wood-Masoni,NA,WORMS,NA,FALSE,453436,441831,synonym,1,superseded combination
3568,0,Hymenosoma depressum,"Hombron & Jacquinot, 1846 [in Hombron & Jacquinot, 1842-1854]",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,depressum,NA,WoRMS,NA,TRUE,441795,NA,accepted,1,accepted
3569,0,Hymenosoma gaudichaudii,"Guérin, 1830 [in Guérin, 1829-1830]",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,gaudichaudii,NA,WoRMS,NA,TRUE,441796,NA,accepted,1,accepted
3570,0,Hymenosoma geometricum,"Stimpson, 1858",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,geometricum,NA,WoRMS,NA,TRUE,441797,NA,accepted,1,accepted
3571,0,Hymenosoma hodgkini,"J.S. Lucas, 1981",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,hodgkini,NA,WoRMS,NA,TRUE,441798,NA,accepted,1,accepted
3572,3544,Hymenosoma leachii,"Guérin, 1832",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,leachii,NA,WORMS,NA,FALSE,453438,441785,synonym,1,unaccepted
3573,0,Hymenosoma longicrure,"J. Dawson & Griffiths, 2012",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,longicrure,NA,WoRMS,NA,TRUE,1264272,NA,accepted,1,accepted
3574,3482,Hymenosoma mathoei,"Desmarest, 1823",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,mathoei,NA,WORMS,NA,FALSE,453439,441751,synonym,1,superseded combination
3575,3482,Hymenosoma mirabile,"White, 1847",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,mirabile,NA,WORMS,NA,FALSE,453440,441751,synonym,1,nomen nudum
3576,0,Hymenosoma orbiculare,"Desmarest, 1823",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,orbiculare,NA,WoRMS,NA,TRUE,241087,NA,accepted,1,accepted
3577,0,Hymenosoma projectum,"J. Dawson & Griffiths, 2012",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,projectum,NA,WoRMS,NA,TRUE,1264275,NA,accepted,1,accepted
3578,3592,Hymenosoma rostratum,"Haswell, 1881",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,rostratum,NA,WORMS,NA,FALSE,453441,1061622,synonym,1,superseded combination
3579,3544,Hymenosoma tridentata,"Hombron & Jacquinot, 1846",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,tridentata,NA,WORMS,NA,FALSE,451751,441785,synonym,1,junior subjective synonym
3580,0,Hymenosoma trilobatum,"J. Dawson & Griffiths, 2012",Species,Malacostraca,Decapoda,Hymenosomatidae,Hymenosoma,NA,trilobatum,NA,WoRMS,NA,TRUE,1264274,NA,accepted,1,accepted
3581,0,Limnopilos microrhynchus,"(P.K.L. Ng, 1995)",Species,Malacostraca,Decapoda,Hymenosomatidae,Limnopilos,NA,microrhynchus,NA,WoRMS,NA,TRUE,441799,NA,accepted,1,accepted
3582,0,Limnopilos sumatranus,"Naruse & P.K.L. Ng, 2007",Species,Malacostraca,Decapoda,Hymenosomatidae,Limnopilos,NA,sumatranus,NA,WoRMS,NA,TRUE,441801,NA,accepted,1,accepted
3583,3544,Liriopea Lucasii,"Nicolet in Gay, 1849",Species,Malacostraca,Decapoda,Hymenosomatidae,Liriopea,NA,Lucasii,NA,WORMS,NA,FALSE,453761,441785,synonym,1,junior subjective synonym
3584,0,Lucascinus bedfordi,"(Montgomery, 1931)",Species,Malacostraca,Decapoda,Hymenosomatidae,Lucascinus,NA,bedfordi,NA,WoRMS,NA,TRUE,1061613,NA,accepted,1,accepted
3585,0,Lucascinus coralicola,"(Rathbun, 1909)",Species,Malacostraca,Decapoda,Hymenosomatidae,Lucascinus,NA,coralicola,NA,WoRMS,NA,TRUE,1061614,NA,accepted,1,accepted
3586,0,Lucascinus keijibabai,"(Takeda & Miyake, 1971)",Species,Malacostraca,Decapoda,Hymenosomatidae,Lucascinus,NA,keijibabai,NA,WoRMS,NA,TRUE,1061615,NA,accepted,1,accepted
3587,0,Micas afecundus,"(J.S. Lucas, 1981)",Species,Malacostraca,Decapoda,Hymenosomatidae,Micas,NA,afecundus,NA,WoRMS,NA,TRUE,1061637,NA,accepted,1,accepted
3588,0,Micas falcipes,"P.K.L. Ng & Richer de Forges, 1996",Species,Malacostraca,Decapoda,Hymenosomatidae,Micas,NA,falcipes,NA,WoRMS,NA,TRUE,441802,NA,accepted,1,accepted
3589,0,Micas filholi,"(de Man, 1888 [in de Man, 1887-1888])",Species,Malacostraca,Decapoda,Hymenosomatidae,Micas,NA,filholi,NA,WoRMS,NA,TRUE,1061638,NA,accepted,1,accepted
3590,0,Micas lucasi,"(Richer de Forges, 1993)",Species,Malacostraca,Decapoda,Hymenosomatidae,Micas,NA,lucasi,NA,WoRMS,NA,TRUE,1061639,NA,accepted,1,accepted
3591,0,Micas minutus,"(A. Milne-Edwards, 1873)",Species,Malacostraca,Decapoda,Hymenosomatidae,Micas,NA,minutus,NA,WoRMS,NA,TRUE,441803,NA,accepted,1,accepted
3592,0,Nasutoplax rostrata,"(Haswell, 1881)",Species,Malacostraca,Decapoda,Hymenosomatidae,Nasutoplax,NA,rostrata,NA,WoRMS,NA,TRUE,1061622,NA,accepted,1,accepted
3593,0,Neohymenicus orientalis,"(T. Sakai, 1932)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neohymenicus,NA,orientalis,NA,WoRMS,NA,TRUE,1061643,NA,accepted,1,accepted
3594,0,Neohymenicus pubescens,"(Dana, 1851)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neohymenicus,NA,pubescens,NA,WoRMS,NA,TRUE,441804,NA,accepted,1,accepted
3595,0,Neorhynchoplax alcocki,"(Kemp, 1917)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,alcocki,NA,WoRMS,NA,TRUE,395003,NA,accepted,1,accepted
3596,3510,Neorhynchoplax ariakensis,"T. Sakai, 1969",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,ariakensis,NA,WORMS,NA,FALSE,454102,441765,synonym,1,unaccepted
3597,0,Neorhynchoplax aspinifera,"(J.S. Lucas, 1981)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,aspinifera,NA,WoRMS,NA,TRUE,441805,NA,accepted,1,accepted
3598,0,Neorhynchoplax attenuipes,"(Chopra & K.N. Das, 1930)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,attenuipes,NA,WoRMS,NA,TRUE,441806,NA,accepted,1,accepted
3599,0,Neorhynchoplax bai,"Naruse, Mendoza & P.K.L. Ng, 2008",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,bai,NA,WoRMS,NA,TRUE,441807,NA,accepted,1,accepted
3600,0,Neorhynchoplax bovis,"(Barnard, 1947)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,bovis,NA,WoRMS,NA,TRUE,441808,NA,accepted,1,accepted
3601,0,Neorhynchoplax chipolini,"Hsueh, 2018",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,chipolini,NA,WoRMS,NA,TRUE,1292101,NA,accepted,1,accepted
3602,0,Neorhynchoplax demeloi,"(Kemp, 1917)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,demeloi,NA,WoRMS,NA,TRUE,441809,NA,accepted,1,accepted
3603,0,Neorhynchoplax dentata,"P.K.L. Ng, 1995",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,dentata,NA,WoRMS,NA,TRUE,441810,NA,accepted,1,accepted
3604,0,Neorhynchoplax elongata,"Rahayu & P.K.L. Ng, 2004",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,elongata,NA,WoRMS,NA,TRUE,396153,NA,accepted,1,accepted
3605,0,Neorhynchoplax euryrostris,"Davie & Richer de Forges, 1996",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,euryrostris,NA,WoRMS,NA,TRUE,441811,NA,accepted,1,accepted
3606,0,Neorhynchoplax exigua,"(Kemp, 1917)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,exigua,NA,WoRMS,NA,TRUE,441812,NA,accepted,1,accepted
3607,0,Neorhynchoplax falcifera,"Naruse, Mendoza & P.K.L. Ng, 2008",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,falcifera,NA,WoRMS,NA,TRUE,441813,NA,accepted,1,accepted
3608,0,Neorhynchoplax frontalis,"(J.S. Lucas & Davie, 1982)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,frontalis,NA,WoRMS,NA,TRUE,441814,NA,accepted,1,accepted
3609,0,Neorhynchoplax hirtirostris,"(J.S. Lucas & Davie, 1982)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,hirtirostris,NA,WoRMS,NA,TRUE,441815,NA,accepted,1,accepted
3610,0,Neorhynchoplax inachoides,"(Alcock, 1900)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,inachoides,NA,WoRMS,NA,TRUE,441816,NA,accepted,1,accepted
3611,0,Neorhynchoplax introversa,"(Kemp, 1917)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,introversa,NA,WoRMS,NA,TRUE,441818,NA,accepted,1,accepted
3612,0,Neorhynchoplax kempi,"(Chopra & K.N. Das, 1930)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,kempi,NA,WoRMS,NA,TRUE,441819,NA,accepted,1,accepted
3613,0,Neorhynchoplax mangalis,"(P.K.L. Ng, 1988)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,mangalis,NA,WoRMS,NA,TRUE,441820,NA,accepted,1,accepted
3614,0,Neorhynchoplax minima,"(J.S. Lucas & Davie, 1982)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,minima,NA,WoRMS,NA,TRUE,441821,NA,accepted,1,accepted
3615,0,Neorhynchoplax nasalis,"(Kemp, 1917)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,nasalis,NA,WoRMS,NA,TRUE,441822,NA,accepted,1,accepted
3616,0,Neorhynchoplax octagonalis,"(Kemp, 1917)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,octagonalis,NA,WoRMS,NA,TRUE,441823,NA,accepted,1,accepted
3617,0,Neorhynchoplax okinawaensis,"(Nakasone & Takeda, 1994)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,okinawaensis,NA,WoRMS,NA,TRUE,441824,NA,accepted,1,accepted
3618,0,Neorhynchoplax pageti,"Pretzmann, 1975",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,pageti,NA,WoRMS,NA,TRUE,441825,NA,accepted,1,accepted
3619,3465,Neorhynchoplax palawanensis,"Serène, 1971",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,palawanensis,NA,WORMS,NA,FALSE,454103,441740,synonym,1,unaccepted
3620,0,Neorhynchoplax prima,"P.K.L. Ng & Chuang, 1996",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,prima,NA,WoRMS,NA,TRUE,441826,NA,accepted,1,accepted
3621,0,Neorhynchoplax sinensis,"(Shen, 1932)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,sinensis,NA,WoRMS,NA,TRUE,441827,NA,accepted,1,accepted
3622,0,Neorhynchoplax torrensica,"(J.S. Lucas, 1981)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,torrensica,NA,WoRMS,NA,TRUE,441829,NA,accepted,1,accepted
3623,0,Neorhynchoplax tuberculata,"(Chopra & K.N. Das, 1930)",Species,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,tuberculata,NA,WoRMS,NA,TRUE,441830,NA,accepted,1,accepted
3624,3618,Neorhynchoplax tuberculatus pageti,"Pretzmann, 1975",Subspecies,Malacostraca,Decapoda,Hymenosomatidae,Neorhynchoplax,NA,tuberculatus,pageti,WORMS,NA,FALSE,1436422,441825,synonym,1,superseded combination
