id,accid,canonical,authorship,taxon_rank,class,order,family,genus,subgenus,species,infraspecies,source,flags,valid,source_code,source_valid_code,type,marine,status
1,0,Acidops cessacii,"(A. Milne-Edwards, 1878)",Species,Malacostraca,Decapoda,Acidopsidae,Acidops,NA,cessacii,NA,WoRMS,NA,TRUE,241117,NA,accepted,1,accepted
2,0,Acidops fimbriatus,"Stimpson, 1871",Species,Malacostraca,Decapoda,Acidopsidae,Acidops,NA,fimbriatus,NA,WoRMS,NA,TRUE,440878,NA,accepted,1,accepted
3,0,Caecopilumnus crassipes,"(Tesch, 1918)",Species,Malacostraca,Decapoda,Acidopsidae,Caecopilumnus,NA,crassipes,NA,WoRMS,NA,TRUE,442625,NA,accepted,1,accepted
4,0,Caecopilumnus hirsutus,"Borradaile, 1902",Species,Malacostraca,Decapoda,Acidopsidae,Caecopilumnus,NA,hirsutus,NA,WoRMS,NA,TRUE,442626,NA,accepted,1,accepted
5,0,Caecopilumnus loculatus,"P.K.L. Ng & Rahayu, 2014",Species,Malacostraca,Decapoda,Acidopsidae,Caecopilumnus,NA,loculatus,NA,WoRMS,NA,TRUE,877945,NA,accepted,1,accepted
6,29,Caecopilumnus piroculatus,"(Rathbun, 1911)",Species,Malacostraca,Decapoda,Acidopsidae,Caecopilumnus,NA,piroculatus,NA,WORMS,NA,FALSE,442627,877951,synonym,1,superseded combination
7,0,Crinitocinus alcocki,"(Borradaile, 1902)",Species,Malacostraca,Decapoda,Acidopsidae,Crinitocinus,NA,alcocki,NA,WoRMS,NA,TRUE,877944,NA,accepted,1,accepted
8,1,Epimelus Cessacii,"A. Milne-Edwards, 1878",Species,Malacostraca,Decapoda,Acidopsidae,Epimelus,NA,Cessacii,NA,WORMS,NA,FALSE,452965,241117,synonym,1,superseded combination
9,7098,Parapilumnus boletifer,"Monod, 1956",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,boletifer,NA,WORMS,NA,FALSE,1384785,880690,synonym,1,superseded combination
10,7292,Parapilumnus coralliophilus,"Takeda & Miyake, 1969",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,coralliophilus,NA,WORMS,NA,FALSE,454595,442469,synonym,1,superseded combination
11,0,Parapilumnus cristimanus,"(A. Milne-Edwards, 1873)",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,cristimanus,NA,WoRMS,NA,TRUE,440879,NA,accepted,1,accepted
12,7468,Parapilumnus euryfrons,"Garth & HS Kim, 1983",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,euryfrons,NA,WORMS,NA,FALSE,454339,442541,synonym,1,junior subjective synonym
13,7262,Parapilumnus guinotae,"Deb, 1987",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,guinotae,NA,WORMS,NA,FALSE,454340,442458,synonym,1,superseded combination
14,7294,Parapilumnus hondai,"Takeda & Miyake, 1969",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,hondai,NA,WORMS,NA,FALSE,454341,442471,synonym,1,superseded combination
15,7651,Parapilumnus incertus,"Takeda & Miyake, 1969",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,incertus,NA,WORMS,NA,FALSE,454342,442612,synonym,1,superseded combination
16,7418,Parapilumnus indicus,"Deb, 1987",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,indicus,NA,WORMS,NA,FALSE,454343,442519,synonym,1,superseded combination
17,7594,Parapilumnus leopoldi,"Gordon, 1934",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,leopoldi,NA,WORMS,NA,FALSE,454344,442603,synonym,1,superseded combination
18,7263,Parapilumnus malardi,"(De Man, 1914)",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,malardi,NA,WORMS,NA,FALSE,233347,442459,synonym,1,superseded combination
19,7095,Parapilumnus nefissurus,"Garth & HS Kim, 1983",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,nefissurus,NA,WORMS,NA,FALSE,454345,442417,synonym,1,superseded combination
20,0,Parapilumnus oryctos,"P.K.L. Ng, 2002",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,oryctos,NA,WoRMS,NA,TRUE,440880,NA,accepted,1,accepted
21,7595,Parapilumnus pisifer,"(McLeay, 1838)",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,pisifer,NA,WORMS,NA,FALSE,217291,241153,synonym,1,superseded combination
22,7096,Parapilumnus quadridentatus,"(De Man, 1895)",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,quadridentatus,NA,WORMS,NA,FALSE,217292,442416,synonym,1,superseded combination
23,7555,Parapilumnus trispinosus,"T. Sakai, 1965",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,trispinosus,NA,WORMS,NA,FALSE,454346,442591,synonym,1,superseded combination
24,7265,Parapilumnus tuberculosus,"Garth & HS Kim, 1983",Species,Malacostraca,Decapoda,Acidopsidae,Parapilumnus,NA,tuberculosus,NA,WORMS,NA,FALSE,454347,442461,synonym,1,superseded combination
25,0,Raoulia calva,"P.K.L. Ng & Rahayu, 2014",Species,Malacostraca,Decapoda,Acidopsidae,Raoulia,NA,calva,NA,WoRMS,NA,TRUE,877946,NA,accepted,1,accepted
26,0,Raoulia fortis,"P.K.L. Ng & Rahayu, 2014",Species,Malacostraca,Decapoda,Acidopsidae,Raoulia,NA,fortis,NA,WoRMS,NA,TRUE,877947,NA,accepted,1,accepted
27,0,Raoulia galea,"P.K.L. Ng & Rahayu, 2014",Species,Malacostraca,Decapoda,Acidopsidae,Raoulia,NA,galea,NA,WoRMS,NA,TRUE,877948,NA,accepted,1,accepted
28,0,Raoulia limosa,"P.K.L. Ng, 1987",Species,Malacostraca,Decapoda,Acidopsidae,Raoulia,NA,limosa,NA,WoRMS,NA,TRUE,440905,NA,accepted,1,accepted
29,0,Raoulia piroculata,"(Rathbun, 1911)",Species,Malacostraca,Decapoda,Acidopsidae,Raoulia,NA,piroculata,NA,WoRMS,NA,TRUE,877951,NA,accepted,1,accepted
30,0,Thecaplax capillosa,"P.K.L. Ng & Rahayu, 2014",Species,Malacostraca,Decapoda,Acidopsidae,Thecaplax,NA,capillosa,NA,WoRMS,NA,TRUE,877950,NA,accepted,1,accepted
31,3,Typhlocarcinodes crassipes,"Tesch, 1918",Species,Malacostraca,Decapoda,Acidopsidae,Typhlocarcinodes,NA,crassipes,NA,WORMS,NA,FALSE,455896,442625,synonym,1,superseded combination
32,4,Typhlocarcinodes hirsutus,"(Borradaile, 1902)",Species,Malacostraca,Decapoda,Acidopsidae,Typhlocarcinodes,NA,hirsutus,NA,WORMS,NA,FALSE,1474861,442626,synonym,1,superseded combination
33,34,Typhlocarcinodes integifrons,"(Miers, 1881)",Species,Malacostraca,Decapoda,Acidopsidae,Typhlocarcinodes,NA,integifrons,NA,WORMS,NA,FALSE,440906,241120,synonym,1,misspelling
34,0,Typhlocarcinodes integrifrons,"(Miers, 1881)",Species,Malacostraca,Decapoda,Acidopsidae,Typhlocarcinodes,NA,integrifrons,NA,WoRMS,NA,TRUE,241120,NA,accepted,1,accepted
35,29,Typhlocarcinodes piroculatus,"(Rathbun, 1911)",Species,Malacostraca,Decapoda,Acidopsidae,Typhlocarcinodes,NA,piroculatus,NA,WORMS,NA,FALSE,217301,877951,synonym,1,superseded combination
36,0,Actaeomorpha alvae,"Boone, 1934",Species,Malacostraca,Decapoda,Aethridae,Actaeomorpha,NA,alvae,NA,WoRMS,NA,TRUE,440251,NA,accepted,1,accepted
37,47,Actaeomorpha angulata,"Ihle, 1918",Species,Malacostraca,Decapoda,Aethridae,Actaeomorpha,NA,angulata,NA,WORMS,NA,FALSE,451918,440258,synonym,1,unaccepted
38,0,Actaeomorpha erosa,"Miers, 1877",Species,Malacostraca,Decapoda,Aethridae,Actaeomorpha,NA,erosa,NA,WoRMS,NA,TRUE,209508,NA,accepted,1,accepted
39,49,Actaeomorpha lapillulus,"Alcock, 1896",Species,Malacostraca,Decapoda,Aethridae,Actaeomorpha,NA,lapillulus,NA,WORMS,NA,FALSE,451919,440260,synonym,1,superseded combination
40,50,Actaeomorpha morum,"Alcock, 1896",Species,Malacostraca,Decapoda,Aethridae,Actaeomorpha,NA,morum,NA,WORMS,NA,FALSE,451920,440261,synonym,1,superseded combination
41,0,Actaeomorpha punctata,"Edmondson, 1935",Species,Malacostraca,Decapoda,Aethridae,Actaeomorpha,NA,punctata,NA,WoRMS,NA,TRUE,440252,NA,accepted,1,accepted
42,0,Aethra edentata,"Edmondson, 1951",Species,Malacostraca,Decapoda,Aethridae,Aethra,NA,edentata,NA,WoRMS,NA,TRUE,440253,NA,accepted,1,accepted
43,0,Aethra scruposa,"(Linnaeus, 1764)",Species,Malacostraca,Decapoda,Aethridae,Aethra,NA,scruposa,NA,WoRMS,NA,TRUE,440254,NA,accepted,1,accepted
44,0,Aethra scutata,"Smith, 1869",Species,Malacostraca,Decapoda,Aethridae,Aethra,NA,scutata,NA,WoRMS,NA,TRUE,440255,NA,accepted,1,accepted
45,0,Aethra seychellensis,"Takeda, 1975",Species,Malacostraca,Decapoda,Aethridae,Aethra,NA,seychellensis,NA,WoRMS,NA,TRUE,440256,NA,accepted,1,accepted
46,0,Drachiella aglypha,"(Laurie, 1906)",Species,Malacostraca,Decapoda,Aethridae,Drachiella,NA,aglypha,NA,WoRMS,NA,TRUE,440257,NA,accepted,1,accepted
47,0,Drachiella angulata,"(Ihle, 1918)",Species,Malacostraca,Decapoda,Aethridae,Drachiella,NA,angulata,NA,WoRMS,NA,TRUE,440258,NA,accepted,1,accepted
48,0,Drachiella caelata,"Takeda & Tachikawa, 1995",Species,Malacostraca,Decapoda,Aethridae,Drachiella,NA,caelata,NA,WoRMS,NA,TRUE,440259,NA,accepted,1,accepted
49,0,Drachiella lapillula,"(Alcock, 1896)",Species,Malacostraca,Decapoda,Aethridae,Drachiella,NA,lapillula,NA,WoRMS,NA,TRUE,440260,NA,accepted,1,accepted
50,0,Drachiella morum,"(Alcock, 1896)",Species,Malacostraca,Decapoda,Aethridae,Drachiella,NA,morum,NA,WoRMS,NA,TRUE,440261,NA,accepted,1,accepted
51,0,Drachiella sculpta,"(Haswell, 1879)",Species,Malacostraca,Decapoda,Aethridae,Drachiella,NA,sculpta,NA,WoRMS,NA,TRUE,440262,NA,accepted,1,accepted
52,0,Hepatella amica,"Smith in Verrill, 1869",Species,Malacostraca,Decapoda,Aethridae,Hepatella,NA,amica,NA,WoRMS,NA,TRUE,440263,NA,accepted,1,accepted
53,0,Hepatella peruviana,"Rathbun, 1933",Species,Malacostraca,Decapoda,Aethridae,Hepatella,NA,peruviana,NA,WoRMS,NA,TRUE,440264,NA,accepted,1,accepted
54,62,Hepatus calappoides,"Lamarck, 1818",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,calappoides,NA,WORMS,NA,FALSE,453338,344730,synonym,1,junior subjective synonym
55,0,Hepatus chiliensis,"H. Milne Edwards, 1837",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,chiliensis,NA,WoRMS,NA,TRUE,440265,NA,accepted,1,accepted
56,0,Hepatus epheliticus,"(Linnaeus, 1763)",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,epheliticus,NA,WoRMS,NA,TRUE,158420,NA,accepted,1,accepted
57,62,Hepatus fasciatus,"Latreille, 1803",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,fasciatus,NA,WORMS,NA,FALSE,453339,344730,synonym,1,unaccepted
58,0,Hepatus gronovii,"Holthuis, 1959",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,gronovii,NA,WoRMS,NA,TRUE,344728,NA,accepted,1,accepted
59,0,Hepatus kossmanni,"Neumann, 1878",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,kossmanni,NA,WoRMS,NA,TRUE,440266,NA,accepted,1,accepted
60,0,Hepatus lineatus,"Rathbun, 1898",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,lineatus,NA,WoRMS,NA,TRUE,440267,NA,accepted,1,accepted
61,7692,Hepatus perlatus,"Poeppig, 1836",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,perlatus,NA,WORMS,NA,FALSE,453340,148463,synonym,1,superseded combination
62,0,Hepatus pudibundus,"(Herbst, 1758 [in Herbst, 1782-1790])",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,pudibundus,NA,WoRMS,NA,TRUE,344730,NA,accepted,1,accepted
63,0,Hepatus scaber,"Holthuis, 1959",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,scaber,NA,WoRMS,NA,TRUE,440268,NA,accepted,1,accepted
64,62,Hepatus tuberculatus,"de Saussure, 1858",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,tuberculatus,NA,WORMS,NA,FALSE,453341,344730,synonym,1,junior subjective synonym
65,56,Hepatus vanbenedenii,"Herklots, 1852",Species,Malacostraca,Decapoda,Aethridae,Hepatus,NA,vanbenedenii,NA,WORMS,NA,FALSE,452422,158420,synonym,1,junior subjective synonym
66,0,Osachila acuta,"Stimpson, 1871",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,acuta,NA,WoRMS,NA,TRUE,440269,NA,accepted,1,accepted
67,0,Osachila antillensis,"Rathbun, 1916",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,antillensis,NA,WoRMS,NA,TRUE,421923,NA,accepted,1,accepted
68,0,Osachila expansa,"Takeda, 1977",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,expansa,NA,WoRMS,NA,TRUE,440270,NA,accepted,1,accepted
69,0,Osachila galapagensis,"Rathbun, 1935",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,galapagensis,NA,WoRMS,NA,TRUE,440271,NA,accepted,1,accepted
70,80,Osachila imperialis,"T. Sakai, 1963",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,imperialis,NA,WORMS,NA,FALSE,454218,440276,synonym,1,superseded combination
71,81,Osachila japonica,"T. Sakai, 1963",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,japonica,NA,WORMS,NA,FALSE,454219,440277,synonym,1,superseded combination
72,0,Osachila kaiserae,"Zimmerman & Martin, 1999",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,kaiserae,NA,WoRMS,NA,TRUE,440272,NA,accepted,1,accepted
73,0,Osachila lata,"Faxon, 1893",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,lata,NA,WoRMS,NA,TRUE,440273,NA,accepted,1,accepted
74,0,Osachila levis,"Rathbun, 1898",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,levis,NA,WoRMS,NA,TRUE,440274,NA,accepted,1,accepted
75,0,Osachila semilevis,"Rathbun, 1916",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,semilevis,NA,WoRMS,NA,TRUE,421924,NA,accepted,1,accepted
76,0,Osachila sona,"Garth, 1940",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,sona,NA,WoRMS,NA,TRUE,440275,NA,accepted,1,accepted
77,0,Osachila stimpsonii,"Studer, 1883",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,stimpsonii,NA,WoRMS,NA,TRUE,241046,NA,accepted,1,accepted
78,0,Osachila tuberosa,"Stimpson, 1871",Species,Malacostraca,Decapoda,Aethridae,Osachila,NA,tuberosa,NA,WoRMS,NA,TRUE,421925,NA,accepted,1,accepted
79,0,Sakaila africana,"R.B. Manning & Holthuis, 1981",Species,Malacostraca,Decapoda,Aethridae,Sakaila,NA,africana,NA,WoRMS,NA,TRUE,241088,NA,accepted,1,accepted
80,0,Sakaila imperialis,"(T. Sakai, 1963)",Species,Malacostraca,Decapoda,Aethridae,Sakaila,NA,imperialis,NA,WoRMS,NA,TRUE,440276,NA,accepted,1,accepted
81,0,Sakaila japonica,"(T. Sakai, 1963)",Species,Malacostraca,Decapoda,Aethridae,Sakaila,NA,japonica,NA,WoRMS,NA,TRUE,440277,NA,accepted,1,accepted
82,0,Sakaila wanawana,"Martin, Godwin & Moffitt, 2009",Species,Malacostraca,Decapoda,Aethridae,Sakaila,NA,wanawana,NA,WoRMS,NA,TRUE,440278,NA,accepted,1,accepted
83,10081,Albunea scutellata,"(J.C. Fabricius, 1793)",Species,Malacostraca,Decapoda,Albuneidae,Albunea,NA,scutellata,NA,WORMS,NA,FALSE,1583210,107281,synonym,1,superseded combination
84,0,Ankerius aenigmaticus,"P.K.L. Ng, Rahayu & H.-T. Shih, 2016",Species,Malacostraca,Decapoda,Aphanodactylidae,Ankerius,NA,aenigmaticus,NA,WoRMS,NA,TRUE,1058936,NA,accepted,1,accepted
85,0,Ankerius grusicurare,"Naruse & Uyeno, 2017",Species,Malacostraca,Decapoda,Aphanodactylidae,Ankerius,NA,grusicurare,NA,WoRMS,NA,TRUE,1058937,NA,accepted,1,accepted
86,91,Aphanodactylus brevipes,"(H. Milne Edwards, 1853)",Species,Malacostraca,Decapoda,Aphanodactylidae,Aphanodactylus,NA,brevipes,NA,WORMS,NA,FALSE,445007,549794,synonym,1,unaccepted
87,96,Aphanodactylus edmondsoni,"Rathbun, 1932",Species,Malacostraca,Decapoda,Aphanodactylidae,Aphanodactylus,NA,edmondsoni,NA,WORMS,NA,FALSE,445008,882115,synonym,1,superseded combination
88,98,Aphanodactylus loimiae,"Konishi & Noda, 1999",Species,Malacostraca,Decapoda,Aphanodactylidae,Aphanodactylus,NA,loimiae,NA,WORMS,NA,FALSE,445009,882116,synonym,1,superseded combination
89,100,Aphanodactylus panglao,"P.K.L. Ng & Naruse, 2009",Species,Malacostraca,Decapoda,Aphanodactylidae,Aphanodactylus,NA,panglao,NA,WORMS,NA,FALSE,558124,882118,synonym,1,unaccepted
90,102,Aphanodactylus sibogae,"Tesch, 1918",Species,Malacostraca,Decapoda,Aphanodactylidae,Aphanodactylus,NA,sibogae,NA,WORMS,NA,FALSE,445010,882119,synonym,1,superseded combination
91,0,Gandoa brevipes,"(H. Milne Edwards, 1853)",Species,Malacostraca,Decapoda,Aphanodactylidae,Gandoa,NA,brevipes,NA,WoRMS,NA,TRUE,549794,NA,accepted,1,accepted
92,91,Gandoa zanzibarensis,"(Lenz, 1905)",Species,Malacostraca,Decapoda,Aphanodactylidae,Gandoa,NA,zanzibarensis,NA,WORMS,NA,FALSE,445011,549794,synonym,1,junior subjective synonym
93,0,Gustavus mecognathus,"Ahyong & P.K.L. Ng, 2009",Species,Malacostraca,Decapoda,Aphanodactylidae,Gustavus,NA,mecognathus,NA,WoRMS,NA,TRUE,558126,NA,accepted,1,accepted
94,0,Lichtylus kaisha,"Naruse & Yoshida, 2018",Species,Malacostraca,Decapoda,Aphanodactylidae,Lichtylus,NA,kaisha,NA,WoRMS,NA,TRUE,1061895,NA,accepted,1,accepted
95,91,Selwynia brevipes,"(H. Milne Edwards, 1853)",Species,Malacostraca,Decapoda,Aphanodactylidae,Selwynia,NA,brevipes,NA,WORMS,NA,FALSE,882114,549794,synonym,1,superseded combination
96,0,Selwynia edmondsoni,"(Rathbun, 1932)",Species,Malacostraca,Decapoda,Aphanodactylidae,Selwynia,NA,edmondsoni,NA,WoRMS,NA,TRUE,882115,NA,accepted,1,accepted
97,0,Selwynia laevis,"Borradaile, 1903",Species,Malacostraca,Decapoda,Aphanodactylidae,Selwynia,NA,laevis,NA,WoRMS,NA,TRUE,442659,NA,accepted,1,accepted
98,0,Selwynia loimiae,"(Konishi & Noda, 1999)",Species,Malacostraca,Decapoda,Aphanodactylidae,Selwynia,NA,loimiae,NA,WoRMS,NA,TRUE,882116,NA,accepted,1,accepted
99,0,Selwynia madang,"P.K.L. Ng & Rahayu, 2016",Species,Malacostraca,Decapoda,Aphanodactylidae,Selwynia,NA,madang,NA,WoRMS,NA,TRUE,1059954,NA,accepted,1,accepted
100,0,Selwynia panglao,"(P.K.L. Ng & Naruse, 2009)",Species,Malacostraca,Decapoda,Aphanodactylidae,Selwynia,NA,panglao,NA,WoRMS,NA,TRUE,882118,NA,accepted,1,accepted
101,0,Selwynia punctata,"P.K.L. Ng & Rahayu, 2016",Species,Malacostraca,Decapoda,Aphanodactylidae,Selwynia,NA,punctata,NA,WoRMS,NA,TRUE,1059955,NA,accepted,1,accepted
102,0,Selwynia sibogae,"(Tesch, 1918)",Species,Malacostraca,Decapoda,Aphanodactylidae,Selwynia,NA,sibogae,NA,WoRMS,NA,TRUE,882119,NA,accepted,1,accepted
103,0,Takedactylus compressus,"Naruse & Yoshida, 2018",Species,Malacostraca,Decapoda,Aphanodactylidae,Takedactylus,NA,compressus,NA,WoRMS,NA,TRUE,1061893,NA,accepted,1,accepted
104,0,Takedactylus masatsunei,"Naruse & Maenosono, 2012",Species,Malacostraca,Decapoda,Aphanodactylidae,Takedactylus,NA,masatsunei,NA,WoRMS,NA,TRUE,882121,NA,accepted,1,accepted
105,0,Uruma ourana,"Naruse, Fujita & P.K.L. Ng, 2009",Species,Malacostraca,Decapoda,Aphanodactylidae,Uruma,NA,ourana,NA,WoRMS,NA,TRUE,445012,NA,accepted,1,accepted
106,91,Voeltzkowia zanzibarensis,"Lenz, 1905",Species,Malacostraca,Decapoda,Aphanodactylidae,Voeltzkowia,NA,zanzibarensis,NA,WORMS,NA,FALSE,455929,549794,synonym,1,junior subjective synonym
107,10177,Atelecyclus chilensis,"Nicolet in Gay, 1849",Species,Malacostraca,Decapoda,Atelecyclidae,Atelecyclus,NA,chilensis,NA,WORMS,NA,FALSE,451706,366243,synonym,1,junior subjective synonym
108,114,Atelecyclus cruentatus,"Desmarest, 1825",Species,Malacostraca,Decapoda,Atelecyclidae,Atelecyclus,NA,cruentatus,NA,WORMS,NA,FALSE,452005,107274,synonym,1,junior subjective synonym
109,111,Atelecyclus heterodon,"Leach, 1815",Species,Malacostraca,Decapoda,Atelecyclidae,Atelecyclus,NA,heterodon,NA,WORMS,NA,FALSE,148506,107273,synonym,1,junior subjective synonym
110,114,Atelecyclus homoiodon,"Risso, 1827",Species,Malacostraca,Decapoda,Atelecyclidae,Atelecyclus,NA,homoiodon,NA,WORMS,NA,FALSE,452006,107274,synonym,1,junior subjective synonym
111,0,Atelecyclus rotundatus,"(Olivi, 1792)",Species,Malacostraca,Decapoda,Atelecyclidae,Atelecyclus,NA,rotundatus,NA,WoRMS,NA,TRUE,107273,NA,accepted,1,accepted
112,111,Atelecyclus septemdatus,"Bouvier, 1940",Species,Malacostraca,Decapoda,Atelecyclidae,Atelecyclus,NA,septemdatus,NA,WORMS,NA,FALSE,148503,107273,synonym,1,superseded combination
113,10177,Atelecyclus spinulosus,"White, 1843",Species,Malacostraca,Decapoda,Atelecyclidae,Atelecyclus,NA,spinulosus,NA,WORMS,NA,FALSE,452007,366243,synonym,1,superseded combination
114,0,Atelecyclus undecimdentatus,"(Herbst, 1783 [in Herbst, 1782-1790])",Species,Malacostraca,Decapoda,Atelecyclidae,Atelecyclus,NA,undecimdentatus,NA,WoRMS,NA,TRUE,107274,NA,accepted,1,accepted
115,116,Pseudocorystes armatus,"H. Milne Edwards, 1837",Species,Malacostraca,Decapoda,Atelecyclidae,Pseudocorystes,NA,armatus,NA,WORMS,NA,FALSE,455216,440358,synonym,1,junior subjective synonym
116,0,Pseudocorystes sicarius,"(Poeppig, 1836)",Species,Malacostraca,Decapoda,Atelecyclidae,Pseudocorystes,NA,sicarius,NA,WoRMS,NA,TRUE,440358,NA,accepted,1,accepted
117,0,Acanthocyclus albatrossis,"Rathbun, 1898",Species,Malacostraca,Decapoda,Belliidae,Acanthocyclus,NA,albatrossis,NA,WoRMS,NA,TRUE,440279,NA,accepted,1,accepted
118,0,Acanthocyclus gayi,"Lucas, 1844 [in H. Milne Edwards & Lucas, 1842-1844]",Species,Malacostraca,Decapoda,Belliidae,Acanthocyclus,NA,gayi,NA,WoRMS,NA,TRUE,440280,NA,accepted,1,accepted
119,0,Acanthocyclus hassleri,"Rathbun, 1898",Species,Malacostraca,Decapoda,Belliidae,Acanthocyclus,NA,hassleri,NA,WoRMS,NA,TRUE,440281,NA,accepted,1,accepted
120,118,Acanthocyclus villosus,"Strahl, 1862",Species,Malacostraca,Decapoda,Belliidae,Acanthocyclus,NA,villosus,NA,WORMS,NA,FALSE,451801,440280,synonym,1,junior subjective synonym
121,0,Bellia picta,"H. Milne Edwards, 1848",Species,Malacostraca,Decapoda,Belliidae,Bellia,NA,picta,NA,WoRMS,NA,TRUE,440282,NA,accepted,1,accepted
122,0,Corystoides abbreviatus,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Belliidae,Corystoides,NA,abbreviatus,NA,WoRMS,NA,TRUE,440283,NA,accepted,1,accepted
123,0,Corystoides chilensis,"Lucas, 1844 [in H. Milne Edwards & Lucas, 1842-1844]",Species,Malacostraca,Decapoda,Belliidae,Corystoides,NA,chilensis,NA,WoRMS,NA,TRUE,440284,NA,accepted,1,accepted
124,0,Heterozius rotundifrons,"A. Milne-Edwards, 1867",Species,Malacostraca,Decapoda,Belliidae,Heterozius,NA,rotundifrons,NA,WoRMS,NA,TRUE,440285,NA,accepted,1,accepted
125,118,Plagusetes elatus,"Heller, 1862",Species,Malacostraca,Decapoda,Belliidae,Plagusetes,NA,elatus,NA,WORMS,NA,FALSE,454794,440280,synonym,1,junior subjective synonym
126,0,Brusinia brucei,"Štev?i?, 1991",Species,Malacostraca,Decapoda,Brusiniidae,Brusinia,NA,brucei,NA,WoRMS,NA,TRUE,442749,NA,accepted,1,accepted
127,0,Brusinia elongata,"(T. Sakai, 1969)",Species,Malacostraca,Decapoda,Brusiniidae,Brusinia,NA,elongata,NA,WoRMS,NA,TRUE,442750,NA,accepted,1,accepted
128,0,Brusinia piriformis,"Crosnier & Moosa, 2002",Species,Malacostraca,Decapoda,Brusiniidae,Brusinia,NA,piriformis,NA,WoRMS,NA,TRUE,395455,NA,accepted,1,accepted
129,0,Brusinia profunda,"Moosa, 1996",Species,Malacostraca,Decapoda,Brusiniidae,Brusinia,NA,profunda,NA,WoRMS,NA,TRUE,442751,NA,accepted,1,accepted
130,0,Allograea tomentosa,"Guinot, Hurtado & Vrijenhoek, 2002",Species,Malacostraca,Decapoda,Bythograeidae,Allograea,NA,tomentosa,NA,WoRMS,NA,TRUE,395453,NA,accepted,1,accepted
131,0,Austinograea alayseae,"Guinot, 1990",Species,Malacostraca,Decapoda,Bythograeidae,Austinograea,NA,alayseae,NA,WoRMS,NA,TRUE,410818,NA,accepted,1,accepted
132,0,Austinograea hourdezi,"Guinot & Segonzac, 2018",Species,Malacostraca,Decapoda,Bythograeidae,Austinograea,NA,hourdezi,NA,WoRMS,NA,TRUE,1116699,NA,accepted,1,accepted
133,0,Austinograea jollivetti,"Guinot & Segonzac, 2018",Species,Malacostraca,Decapoda,Bythograeidae,Austinograea,NA,jollivetti,NA,WoRMS,NA,TRUE,1116700,NA,accepted,1,accepted
134,0,Austinograea rodriguezensis,"Tsuchida & Hashimoto, 2002",Species,Malacostraca,Decapoda,Bythograeidae,Austinograea,NA,rodriguezensis,NA,WoRMS,NA,TRUE,395454,NA,accepted,1,accepted
135,0,Austinograea williamsi,"Hessler & Martin, 1989",Species,Malacostraca,Decapoda,Bythograeidae,Austinograea,NA,williamsi,NA,WoRMS,NA,TRUE,410819,NA,accepted,1,accepted
136,146,Austinograea yunohana,"Takeda, Hashimoto & Ohta, 2000",Species,Malacostraca,Decapoda,Bythograeidae,Austinograea,NA,yunohana,NA,WORMS,NA,FALSE,452025,440292,synonym,1,superseded combination
137,0,Bythograea galapagensis,"Guinot & Hurtado, 2003",Species,Malacostraca,Decapoda,Bythograeidae,Bythograea,NA,galapagensis,NA,WoRMS,NA,TRUE,395764,NA,accepted,1,accepted
