Family,Genus,Subgenus,ScientificName,Species,SubSpecies,taxonRank_gbif,taxonomicStatus_gbif,taxonRank_corr,AphiaID,Match type,Qualitystatus,Taxon status,ScientificName,Authority,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,isMarine,isBrackish,isFresh,isTerrestrial,valid_AphiaID,reason_excluded,reason_included,match,comments,link
"""Aethridae""","""Eriosachila""",NA,"""Eriosachila bajaensis""","""bajaensis""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",,,,,,,,,,,,,,,,,,,,,,,,fossil,,by hand,,
"""Gecarcinucidae""","""Thelphusula""",NA,"""Thelphusula dicerophilus""","""dicerophilus""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",440870,exact,Checked by Taxonomic Editor,accepted,Thelphusula dicerophilus,"P.K.L. Ng & Stuebing, 1990",440870,Thelphusula dicerophilus,"P.K.L. Ng & Stuebing, 1990",Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Thelphusula,,dicerophilus,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Gecarcinucidae""","""Parathelphusa""",NA,"""Parathelphusa pantherina""","""pantherina""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",440723,exact,Checked by Taxonomic Editor,accepted,Parathelphusa pantherina,"(Schenkel, 1902)",440723,Parathelphusa pantherina,"(Schenkel, 1902)",Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Parathelphusa,,pantherina,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Gecarcinucidae""","""Cylindrotelphusa""",NA,"""Cylindrotelphusa steniops""","""steniops""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",440536,exact,Checked by Taxonomic Editor,accepted,Cylindrotelphusa steniops,"(Alcock, 1909)",440536,Cylindrotelphusa steniops,"(Alcock, 1909)",Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Cylindrotelphusa,,steniops,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Gecarcinucidae""","""Sundathelphusa""",NA,"""Sundathelphusa antipoloensis""","""antipoloensis""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",440833,exact,Checked by Taxonomic Editor,accepted,Sundathelphusa antipoloensis,"(Rathbun, 1904)",440833,Sundathelphusa antipoloensis,"(Rathbun, 1904)",Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Sundathelphusa,,antipoloensis,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Gecarcinucidae""","""Sayamia""",NA,"""Sayamia sexpunctata""","""juliae""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",440780,exact,Checked by Taxonomic Editor,accepted,Sayamia sexpunctata,"(Lanchester, 1906)",440780,Sayamia sexpunctata,"(Lanchester, 1906)",Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Sayamia,,sexpunctata,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Gecarcinucidae""","""Parathelphusa""",NA,"""Parathelphusa pallida""","""pallida""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",440722,exact,Checked by Taxonomic Editor,accepted,Parathelphusa pallida,"(Schenkel, 1902)",440722,Parathelphusa pallida,"(Schenkel, 1902)",Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Parathelphusa,,pallida,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Gecarcinucidae""","""Parathelphusa""",NA,"""Parathelphusa possoensis""","""possoensis""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",440726,exact,Checked by Taxonomic Editor,accepted,Parathelphusa possoensis,"(J. Roux, 1904)",440726,Parathelphusa possoensis,"(J. Roux, 1904)",Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Parathelphusa,,possoensis,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Hymenosomatidae""","""Amarinus""",NA,"""Amarinus lacustris""","""lacustris""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",441731,exact,Checked by Taxonomic Editor,accepted,Amarinus lacustris,"(Chilton, 1882)",441731,Amarinus lacustris,"(Chilton, 1882)",Animalia,Arthropoda,Malacostraca,Decapoda,Hymenosomatidae,Amarinus,,lacustris,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Rathbunamon""",NA,"""Rathbunamon chumomrayense""","""chumomrayense""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",1062734,exact,Checked by Taxonomic Editor,accepted,Rathbunamon chumomrayense,"Do, V.D. Dang, Cao & Hoang, 2016",1062734,Rathbunamon chumomrayense,"Do, V.D. Dang, Cao & Hoang, 2016",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Rathbunamon,,chumomrayense,,0,0,1,1,,not marine,,fuzzyWORMS,,
"""Portunidae""","""Charybdis""",NA,"""Charybdis lucifera""","""lucifera""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",208832,,,accepted,Charybdis (Charybdis) lucifer,"(JC Fabricius, 1798)",208832,Charybdis (Charybdis) lucifer,"(JC Fabricius, 1798)",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,lucifer,,1,0,0,0,,,misspelling,by hand,missing subgenus,https://www.marinespecies.org/aphia.php?p=taxdetails&id=208832 
"""Hymenosomatidae""","""Amarinus""",NA,"""Amarinus laevis""","""laevis""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",441732,exact,Checked by Taxonomic Editor,accepted,Amarinus laevis,"(Targioni Tozzetti, 1877)",441732,Amarinus laevis,"(Targioni Tozzetti, 1877)",Animalia,Arthropoda,Malacostraca,Decapoda,Hymenosomatidae,Amarinus,,laevis,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Portunidae""","""Charybdis""",NA,"""Charybdis hellerii""","""hellerii""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",107382,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) hellerii,"(A. Milne-Edwards, 1867)",107382,Charybdis (Charybdis) hellerii,"(A. Milne-Edwards, 1867)",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,hellerii,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Portunidae""","""Charybdis""",NA,"""Charybdis bimaculata""","""bimaculata""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",442874,exact,Checked by Taxonomic Editor,accepted,Charybdis (Gonioneptunus) bimaculata,"(Miers, 1886)",442874,Charybdis (Gonioneptunus) bimaculata,"(Miers, 1886)",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Gonioneptunus,bimaculata,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Portunidae""","""Charybdis""",NA,"""Charybdis miles""","""miles""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",442854,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) miles,"(De Haan, 1835 [in De Haan, 1833-1850])",442854,Charybdis (Charybdis) miles,"(De Haan, 1835 [in De Haan, 1833-1850])",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,miles,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Portunidae""","""Charybdis""",NA,"""Charybdis orientalis""","""orientalis""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",208830,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) orientalis,"Dana, 1852",208830,Charybdis (Charybdis) orientalis,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,orientalis,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Portunidae""","""Charybdis""",NA,"""Charybdis granulata""","""granulata""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",442846,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) granulata,"(De Haan, 1833 [in De Haan, 1833-1850])",442846,Charybdis (Charybdis) granulata,"(De Haan, 1833 [in De Haan, 1833-1850])",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,granulata,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Hymenosomatidae""","""Amarinus""",NA,"""Amarinus paralacustris""","""paralacustris""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",441735,exact,Checked by Taxonomic Editor,accepted,Amarinus paralacustris,"(JS Lucas, 1970)",441735,Amarinus paralacustris,"(JS Lucas, 1970)",Animalia,Arthropoda,Malacostraca,Decapoda,Hymenosomatidae,Amarinus,,paralacustris,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Portunidae""","""Charybdis""",NA,"""Charybdis feriata""","""feriata""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",208822,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) feriata,"(Linnaeus, 1758)",208822,Charybdis (Charybdis) feriata,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,feriata,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Potamidae""","""Candidiopotamon""",NA,"""Candidiopotamon rathbuni""","""rathbuni""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",442999,exact,Checked by Taxonomic Editor,accepted,Candidiopotamon rathbuni,"(de Man, 1914)",442999,Candidiopotamon rathbuni,"(de Man, 1914)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Candidiopotamon,,rathbuni,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Geothelphusa""",NA,"""Geothelphusa miyazakii""","""miyazakii""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443073,exact,Checked by Taxonomic Editor,accepted,Geothelphusa miyazakii,"(Miyake & Chiu, 1965)",443073,Geothelphusa miyazakii,"(Miyake & Chiu, 1965)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Geothelphusa,,miyazakii,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Potamon""",NA,"""Potamon fluviatile""","""fluviatile""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",,ambiguous,,,,,,,,,,,,,,,,,,,,,,not marine,,by hand,,
"""Potamidae""","""Potamon""",NA,"""Potamon potamios""","""potamios""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",442960,exact,Checked by Taxonomic Editor,accepted,Potamon potamios,"(Olivier, 1804)",442960,Potamon potamios,"(Olivier, 1804)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Potamon,,potamios,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Geothelphusa""",NA,"""Geothelphusa bicolor""","""bicolor""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443046,exact,Checked by Taxonomic Editor,accepted,Geothelphusa bicolor,"Shy, P.K.L. Ng & Yu, 1994",443046,Geothelphusa bicolor,"Shy, P.K.L. Ng & Yu, 1994",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Geothelphusa,,bicolor,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Portunidae""","""Charybdis""",NA,"""Charybdis japonica""","""japonica""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",208836,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) japonica,"(A. Milne-Edwards, 1861)",208836,Charybdis (Charybdis) japonica,"(A. Milne-Edwards, 1861)",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,japonica,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Potamidae""","""Nanhaipotamon""",NA,"""Nanhaipotamon hongkongense""","""hongkongense""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443225,exact,Checked by Taxonomic Editor,accepted,Nanhaipotamon hongkongense,"(Shen, 1940)",443225,Nanhaipotamon hongkongense,"(Shen, 1940)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Nanhaipotamon,,hongkongense,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Malayopotamon""",NA,"""Malayopotamon brevimarginatum""","""brevimarginatum""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443204,exact,Checked by Taxonomic Editor,accepted,Malayopotamon brevimarginatum,"(de Man, 1892)",443204,Malayopotamon brevimarginatum,"(de Man, 1892)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Malayopotamon,,brevimarginatum,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Nanhaipotamon""",NA,"""Nanhaipotamon aculatum""","""aculatum""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443219,exact,Checked by Taxonomic Editor,accepted,Nanhaipotamon aculatum,"Dai, 1997",443219,Nanhaipotamon aculatum,"Dai, 1997",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Nanhaipotamon,,aculatum,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Geothelphusa""",NA,"""Geothelphusa dehaani""","""dehaani""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443051,exact,Checked by Taxonomic Editor,accepted,Geothelphusa dehaani,"(White, 1847)",443051,Geothelphusa dehaani,"(White, 1847)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Geothelphusa,,dehaani,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Potamon""",NA,"""Potamon hippocratis""","""hippocratis""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",880825,exact,Checked by Taxonomic Editor,accepted,Potamon hippocratis,"Ghigi, 1929",880825,Potamon hippocratis,"Ghigi, 1929",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Potamon,,hippocratis,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Longpotamon""",NA,"""Longpotamon planum""","""planum""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",1061285,exact,Checked by Taxonomic Editor,accepted,Longpotamon planum,"(Dai, 1992)",1061285,Longpotamon planum,"(Dai, 1992)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,,planum,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Demanietta""",NA,"""Demanietta khirikhan""","""khirikhan""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443015,exact,Checked by Taxonomic Editor,accepted,Demanietta khirikhan,"Yeo, Naiyanetr & P.K.L. Ng, 1999",443015,Demanietta khirikhan,"Yeo, Naiyanetr & P.K.L. Ng, 1999",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Demanietta,,khirikhan,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Semicirculara""",NA,"""Semicirculara lincangensis""","""lincangensis""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",1253984,exact,Checked by Taxonomic Editor,accepted,Semicirculara lincangensis,"K.L. Chu, P.F. Wang & H.Y. Sun, 2018",1253984,Semicirculara lincangensis,"K.L. Chu, P.F. Wang & H.Y. Sun, 2018",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Semicirculara,,lincangensis,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Artopotamon""",NA,"""Artopotamon latopeos""","""latopeos""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",1253982,exact,Checked by Taxonomic Editor,accepted,Artopotamon latopeos,"K.L. Chu, P.F. Wang & H.Y. Sun, 2018",1253982,Artopotamon latopeos,"K.L. Chu, P.F. Wang & H.Y. Sun, 2018",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Artopotamon,,latopeos,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Polybiidae""","""Polybius""",NA,"""Polybius navigator""","""navigator""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",107392,,,accepted,Liocarcinus navigator,"(Herbst, 1794 [in Herbst, 1791-1796])",107392,Liocarcinus navigator,"(Herbst, 1794 [in Herbst, 1791-1796])",Animalia,Arthropoda,Malacostraca,Decapoda,Polybiidae,Liocarcinus,,navigator,,1,0,0,0,,,synonym,by hand,genus mix up ,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107392
"""Carcinidae""","""Carcinus""",NA,"""Carcinus mediterraneus""","""mediterraneus""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",107380,,,accepted,Carcinus aestuarii,"Nardo, 1847",107380,Carcinus aestuarii,"Nardo, 1847",Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,,aestuarii,,,,,,,,synonym,by hand,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=224583
"""Potamidae""","""Potamon""",NA,"""Potamon fluviatile""","""edulis""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",,ambiguous,,,,,,,,,,,,,,,,,,,,,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Potamon""",NA,"""Potamon fluviatile""","""fluviatilis""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",,ambiguous,,,,,,,,,,,,,,,,,,,,,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Potamon""",NA,"""Potamon rhodium""","""rhodium""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",442961,exact,Checked by Taxonomic Editor,accepted,Potamon rhodium,"Parisi, 1913",442961,Potamon rhodium,"Parisi, 1913",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Potamon,,rhodium,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Portunidae""","""Charybdis""",NA,"""Charybdis annulata""","""annulata""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",208826,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) annulata,"(Fabricius, 1798)",208826,Charybdis (Charybdis) annulata,"(Fabricius, 1798)",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,annulata,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Potamidae""","""Geothelphusa""",NA,"""Geothelphusa makatao""","""makatao""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",557926,exact,Checked by Taxonomic Editor,accepted,Geothelphusa makatao,"H.-T. Shih & Shy, 2009",557926,Geothelphusa makatao,"H.-T. Shih & Shy, 2009",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Geothelphusa,,makatao,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Portunidae""","""Charybdis""",NA,"""Charybdis riversandersoni""","""riversandersoni""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",442858,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) riversandersoni,"Alcock, 1899",442858,Charybdis (Charybdis) riversandersoni,"Alcock, 1899",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,riversandersoni,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Potamidae""","""Longpotamon""",NA,"""Longpotamon denticulatum""","""denticulatum""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",1061272,exact,Checked by Taxonomic Editor,accepted,Longpotamon denticulatum,"(A. Milne-Edwards, 1853)",1061272,Longpotamon denticulatum,"(A. Milne-Edwards, 1853)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,,denticulatum,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Isolapotamon""",NA,"""Isolapotamon sinuatifrons""","""sinuatifrons""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443171,exact,Checked by Taxonomic Editor,accepted,Isolapotamon sinuatifrons,"(H. Milne Edwards, 1853)",443171,Isolapotamon sinuatifrons,"(H. Milne Edwards, 1853)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Isolapotamon,,sinuatifrons,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Portunidae""","""Charybdis""",NA,"""Charybdis affinis""","""affinis""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",442836,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) affinis,"Dana, 1852",442836,Charybdis (Charybdis) affinis,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,affinis,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Epialtidae""","""Macrocoeloma""",NA,"""Macrocoeloma subparallelum""","""subparallelum""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",442100,near_1,Checked by Taxonomic Editor,accepted,Macrocoeloma subparellelum,"(Stimpson, 1860)",442100,Macrocoeloma subparellelum,"(Stimpson, 1860)",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Macrocoeloma,,subparellelum,,1,0,0,0,,misspelling,,fuzzyWORMS,,
"""Epialtidae""","""Perinea""",NA,"""Perinea tumida""","""tumida""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",217318,,,accepted,Perinia tumida,"Dana, 1851",217318,Perinia tumida,"Dana, 1851",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Perinia,,tumida,,1,0,0,0,,misspelling,,by hand,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217318
"""Potamidae""","""Geothelphusa""",NA,"""Geothelphusa dehaani""","""dehaani""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",443051,exact,Checked by Taxonomic Editor,accepted,Geothelphusa dehaani,"(White, 1847)",443051,Geothelphusa dehaani,"(White, 1847)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Geothelphusa,,dehaani,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Portunidae""","""Charybdis""",NA,"""Charybdis anisodon""","""anisodon""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",208815,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) anisodon,"(De Haan, 1850 [in De Haan, 1833-1850])",208815,Charybdis (Charybdis) anisodon,"(De Haan, 1850 [in De Haan, 1833-1850])",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,anisodon,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Potamidae""","""Isolapotamon""",NA,"""Isolapotamon griswoldi""","""griswoldi""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",443163,exact,Checked by Taxonomic Editor,accepted,Isolapotamon griswoldi,"(Chace, 1938)",443163,Isolapotamon griswoldi,"(Chace, 1938)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Isolapotamon,,griswoldi,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Himalayapotamon""",NA,"""Himalayapotamon koolooense""","""koolooensis""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",442937,exact,Checked by Taxonomic Editor,accepted,Himalayapotamon koolooense,"(Rathbun, 1904)",442937,Himalayapotamon koolooense,"(Rathbun, 1904)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Himalayapotamon,,koolooense,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Badistemon""",NA,"""Badistemon pealianus""","""pealianum""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",1456940,exact,Checked by Taxonomic Editor,accepted,Badistemon pealianus,"(Wood-Mason, 1871)",1456940,Badistemon pealianus,"(Wood-Mason, 1871)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Badistemon,,pealianus,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Lobothelphusa""",NA,"""Lobothelphusa woodmasoni""","""woodmasoni""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",442944,exact,Checked by Taxonomic Editor,accepted,Lobothelphusa woodmasoni,"(Rathbun, 1905)",442944,Lobothelphusa woodmasoni,"(Rathbun, 1905)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Lobothelphusa,,woodmasoni,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Portunidae""","""Charybdis""",NA,"""Charybdis feriata""","""cruciata""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",208822,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) feriata,"(Linnaeus, 1758)",208822,Charybdis (Charybdis) feriata,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,feriata,,1,,,,,,synonym,fuzzyWORMS,missing subgenus,
"""Potamidae""","""Himalayapotamon""",NA,"""Himalayapotamon chambaensis""","""chambaensis""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",1214519,exact,Checked by Taxonomic Editor,accepted,Himalayapotamon chambaensis,"Mitra & Valarmathi, 2017",1214519,Himalayapotamon chambaensis,"Mitra & Valarmathi, 2017",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Himalayapotamon,,chambaensis,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Geothelphusa""",NA,"""Geothelphusa caesia""","""caesia""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443047,exact,Checked by Taxonomic Editor,accepted,Geothelphusa caesia,"Shy, P.K.L. Ng & Yu, 1994",443047,Geothelphusa caesia,"Shy, P.K.L. Ng & Yu, 1994",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Geothelphusa,,caesia,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Cryptopotamon""",NA,"""Cryptopotamon anacoluthon""","""anacoluthon""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443010,exact,Checked by Taxonomic Editor,accepted,Cryptopotamon anacoluthon,"(Kemp, 1918)",443010,Cryptopotamon anacoluthon,"(Kemp, 1918)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Cryptopotamon,,anacoluthon,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Candidiopotamon""",NA,"""Candidiopotamon rathbunae""","""rathbunae""",NA,"""SPECIES""","""SYNONYM""","""SPECIES""",442999,phonetic,Checked by Taxonomic Editor,accepted,Candidiopotamon rathbuni,"(de Man, 1914)",442999,Candidiopotamon rathbuni,"(de Man, 1914)",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Candidiopotamon,,rathbuni,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Potamon""",NA,"""Potamon algeriense""","""algeriense""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",442949,exact,Checked by Taxonomic Editor,accepted,Potamon algeriense,"Bott, 1967",442949,Potamon algeriense,"Bott, 1967",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Potamon,,algeriense,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Potamidae""","""Malayopotamon""",NA,"""Malayopotamon turgeo""","""turgeo""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",443212,exact,Checked by Taxonomic Editor,accepted,Malayopotamon turgeo,"P.K.L. Ng & S.H. Tan, 1999",443212,Malayopotamon turgeo,"P.K.L. Ng & S.H. Tan, 1999",Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Malayopotamon,,turgeo,,0,0,1,0,,not marine,,fuzzyWORMS,,
"""Portunidae""","""Charybdis""",NA,"""Charybdis callianassa""","""callianassa""",NA,"""SPECIES""","""ACCEPTED""","""SPECIES""",442839,exact,Checked by Taxonomic Editor,accepted,Charybdis (Charybdis) callianassa,"(Herbst, 1789 [in Herbst, 1782-1790])",442839,Charybdis (Charybdis) callianassa,"(Herbst, 1789 [in Herbst, 1782-1790])",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis,callianassa,,1,,0,0,,,synonym,fuzzyWORMS,missing subgenus,
