id,accid,canonical,authorship,taxon_rank,class,order,family,genus,subgenus,species,infraspecies,source,flags,valid,source_code,source_valid_code,marine,type,status
968,970,Diogenes pugilator var. intermedius,"Bouvier, 1891",Variety,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,pugilator,var. intermedius,WORMS,NA,FALSE,412588,107199,1,synonym,junior subjective synonym
969,955,Diogenes pugilator var. ovata,"Miers, 1881",Variety,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,pugilator,var. ovata,WORMS,NA,FALSE,590240,246285,1,synonym,superseded combination
970,0,Diogenes pugilator,"(P. Roux, 1829)",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,pugilator,NA,WoRMS,NA,TRUE,107199,NA,1,accepted,accepted
971,0,Diogenes rectimanus,"Miers, 1884",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,rectimanus,NA,WoRMS,NA,TRUE,367689,NA,1,accepted,accepted
972,0,Diogenes senex,"Heller, 1865",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,senex,NA,WoRMS,NA,TRUE,208713,NA,1,accepted,accepted
973,956,Diogenes serenei,"Forest, 1956",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,serenei,NA,WORMS,NA,FALSE,412090,367661,1,synonym,junior subjective synonym
974,935,Diogenes setocristatus,"Morgan & Forest, 1991",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,setocristatus,NA,WORMS,NA,FALSE,412091,208715,1,synonym,junior subjective synonym
975,0,Diogenes singaporensis,"Rahayu, 2015",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,singaporensis,NA,WoRMS,NA,TRUE,894049,NA,1,accepted,accepted
976,0,Diogenes spinicarpus,"Rahayu & Forest, 1995",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,spinicarpus,NA,WoRMS,NA,TRUE,367690,NA,1,accepted,accepted
977,0,Diogenes spinifrons,"(De Haan, 1849 [in De Haan, 1833-1850])",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,spinifrons,NA,WoRMS,NA,TRUE,367691,NA,1,accepted,accepted
978,0,Diogenes spongicola,"Komai, Ravinesh & AB Kumar, 2018",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,spongicola,NA,WoRMS,NA,TRUE,1306921,NA,1,accepted,accepted
979,935,Diogenes stenops,"Morgan & Forest, 1991",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,stenops,NA,WORMS,NA,FALSE,412092,208715,1,synonym,junior subjective synonym
980,0,Diogenes takedai,"Rahayu, 2012",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,takedai,NA,WoRMS,NA,TRUE,701662,NA,1,accepted,accepted
981,0,Diogenes tirmiziae,"Siddiqui & McLaughlin, 2003",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,tirmiziae,NA,WoRMS,NA,TRUE,367694,NA,1,accepted,accepted
982,0,Diogenes tomentosus,"Wang & Tung, 1980",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,tomentosus,NA,WoRMS,NA,TRUE,367693,NA,1,accepted,accepted
983,0,Diogenes tumidus,"Rahayu & Forest, 1995",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,tumidus,NA,WoRMS,NA,TRUE,367695,NA,1,accepted,accepted
984,970,Diogenes varians var. gracilimana,"Miers, 1881",Variety,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,varians,var. gracilimana,WORMS,NA,FALSE,724677,107199,1,synonym,junior subjective synonym
985,970,Diogenes varians var. gracillimanus,"Miers, 1881",Variety,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,varians,var. gracillimanus,WORMS,NA,FALSE,590244,107199,1,synonym,unaccepted
986,970,Diogenes varians,"(Costa, 1838)",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,varians,NA,WORMS,NA,FALSE,590243,107199,1,synonym,superseded combination
987,0,Diogenes violaceus,"Henderson, 1893",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,violaceus,NA,WoRMS,NA,TRUE,367697,NA,1,accepted,accepted
988,0,Diogenes viridis,"Haig & Ball, 1988",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,viridis,NA,WoRMS,NA,TRUE,367696,NA,1,accepted,accepted
989,0,Diogenes waltairensis,"Kamalaveni, 1950",Species,Malacostraca,Decapoda,Diogenidae,Diogenes,NA,waltairensis,NA,WoRMS,NA,TRUE,367698,NA,1,accepted,accepted
326,418,Diptychus armatus,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,armatus,NA,WORMS,NA,FALSE,392782,392051,1,synonym,superseded combination
327,423,Diptychus australis,"Henderson, 1885",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,australis,NA,WORMS,NA,FALSE,392783,392054,1,synonym,superseded combination
328,499,Diptychus gracilimanus,"Henderson, 1885",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,gracilimanus,NA,WORMS,NA,FALSE,392785,392080,1,synonym,superseded combination
329,517,Diptychus insignis,"Henderson, 1885",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,insignis,NA,WORMS,NA,FALSE,392786,392085,1,synonym,superseded combination
330,518,Diptychus intermedius,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,intermedius,NA,WORMS,NA,FALSE,392787,392086,1,synonym,superseded combination
331,459,Diptychus nitidus var. concolor,"A. Milne-Edwards & Bouvier, 1894",Variety,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,nitidus,var. concolor,WORMS,NA,FALSE,393049,107142,1,synonym,superseded combination
332,577,Diptychus nitidus,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,nitidus,NA,WORMS,NA,FALSE,392789,148418,1,synonym,superseded combination
333,598,Diptychus parvulus,"Henderson, 1885",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,parvulus,NA,WORMS,NA,FALSE,392791,392110,1,synonym,superseded combination
334,608,Diptychus politus,"Henderson, 1885",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,politus,NA,WORMS,NA,FALSE,392792,392112,1,synonym,superseded combination
335,626,Diptychus rubro-vittatus,"A. Milne-Edwards, 1881",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,rubro-vittatus,NA,WORMS,NA,FALSE,392793,107144,1,synonym,incorrect original spelling
336,626,Diptychus rubrovittatus,"A. Milne-Edwards, 1881",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,rubrovittatus,NA,WORMS,NA,FALSE,392794,107144,1,synonym,superseded combination
337,627,Diptychus rugosus,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,rugosus,NA,WORMS,NA,FALSE,392796,392118,1,synonym,superseded combination
338,394,Diptychus spinimarginatus,"Henderson, 1885",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,spinimarginatus,NA,WORMS,NA,FALSE,392779,392044,1,synonym,superseded combination
339,658,Diptychus spinosus,"A. Milne-Edwards & Bouvier, 1894",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,spinosus,NA,WORMS,NA,FALSE,392799,392134,1,synonym,superseded combination
340,683,Diptychus tridentatus,"Henderson, 1885",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,tridentatus,NA,WORMS,NA,FALSE,392800,392140,1,synonym,superseded combination
341,688,Diptychus unicifer,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Chirostylidae,Diptychus,NA,unicifer,NA,WORMS,NA,FALSE,392801,392141,1,synonym,superseded combination
3085,0,Discorsopagurus cavicola,"Komai & Takeda, 1996",Species,Malacostraca,Decapoda,Paguridae,Discorsopagurus,NA,cavicola,NA,WoRMS,NA,TRUE,366308,NA,1,accepted,accepted
3086,0,Discorsopagurus maclaughlinae,"Komai, 1995",Species,Malacostraca,Decapoda,Paguridae,Discorsopagurus,NA,maclaughlinae,NA,WoRMS,NA,TRUE,366309,NA,1,accepted,accepted
3087,0,Discorsopagurus schmitti,"(Stevens, 1925)",Species,Malacostraca,Decapoda,Paguridae,Discorsopagurus,NA,schmitti,NA,WoRMS,NA,TRUE,366310,NA,1,accepted,accepted
3088,0,Discorsopagurus tubicola,"Komai, 2003",Species,Malacostraca,Decapoda,Paguridae,Discorsopagurus,NA,tubicola,NA,WoRMS,NA,TRUE,366311,NA,1,accepted,accepted
3089,3484,Dofleinia doederleini,"(Doflein, 1902)",Species,Malacostraca,Decapoda,Paguridae,Dofleinia,NA,doederleini,NA,WORMS,NA,FALSE,412093,364549,1,synonym,superseded combination
1694,1752,Echidnocerus foraminatus,"Stimpson, 1859",Species,Malacostraca,Decapoda,Lithodidae,Echidnocerus,NA,foraminatus,NA,WORMS,NA,FALSE,590147,378125,1,synonym,superseded combination
1695,1753,Echinocerus cibarius,"White, 1848",Species,Malacostraca,Decapoda,Lithodidae,Echinocerus,NA,cibarius,NA,WORMS,NA,FALSE,590146,550635,1,synonym,junior subjective synonym
1696,1795,Echinocerus diomedeae,"Faxon, 1893",Species,Malacostraca,Decapoda,Lithodidae,Echinocerus,NA,diomedeae,NA,WORMS,NA,FALSE,590167,550572,1,synonym,superseded combination
2444,2520,Elasmonotus abdominalis,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,abdominalis,NA,WORMS,NA,FALSE,392914,392471,1,synonym,superseded combination
2445,2551,Elasmonotus armatus,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,armatus,NA,WORMS,NA,FALSE,392922,392481,1,synonym,superseded combination
2446,2553,Elasmonotus asper,"Henderson, 1885",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,asper,NA,WORMS,NA,FALSE,392923,392482,1,synonym,superseded combination
2447,2577,Elasmonotus brevimanus,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,brevimanus,NA,WORMS,NA,FALSE,392926,392490,1,synonym,superseded combination
2448,2612,Elasmonotus cylindrophthalmus,"Alcock, 1894",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,cylindrophthalmus,NA,WORMS,NA,FALSE,392929,392509,1,synonym,superseded combination
2449,2618,Elasmonotus debilis,"(Henderson, 1885)",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,debilis,NA,WORMS,NA,FALSE,392932,392511,1,synonym,superseded combination
2450,2618,Galathopsis debilis,"Henderson, 1885",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,debilis,NA,WORMS,NA,FALSE,392931,392511,1,synonym,superseded combination
2451,2629,Elasmonotus Edwardsii,"Wood-Mason in Wood-Mason & Alcock, 1891",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,Edwardsii,NA,WORMS,NA,FALSE,392933,392517,1,synonym,superseded combination
2452,2674,Elasmonotus laevigata,"(Henderson, 1885)",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,laevigata,NA,WORMS,NA,FALSE,392936,392547,1,synonym,superseded combination
2453,2674,Galathopsis laevigata,"Henderson, 1885",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,laevigata,NA,WORMS,NA,FALSE,392935,392547,1,synonym,superseded combination
2454,2680,Elasmonotus latifrons,"Henderson, 1885",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,latifrons,NA,WORMS,NA,FALSE,1558867,392551,1,synonym,junior homonym
2455,2690,Elasmonotus lividus,"Perrier, 1886",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,lividus,NA,WORMS,NA,FALSE,392941,107176,1,synonym,superseded combination
2456,2693,Elasmonotus longimanus,"A. Milne-Edwards, 1880",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,longimanus,NA,WORMS,NA,FALSE,392943,392555,1,synonym,superseded combination
2457,2700,Elasmonotus marginatus,"Henderson, 1885",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,marginatus,NA,WORMS,NA,FALSE,392944,392559,1,synonym,superseded combination
2458,2705,Elasmonotus Miersii,"Henderson, 1885",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,Miersii,NA,WORMS,NA,FALSE,392947,392560,1,synonym,superseded combination
2459,2726,Elasmonotus Parfaiti,"Filhol, 1885",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,Parfaiti,NA,WORMS,NA,FALSE,392954,107178,1,synonym,superseded combination
2460,2796,Elasmonotus squamosus,"(A. Milne-Edwards, 1880)",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,squamosus,NA,WORMS,NA,FALSE,392983,392618,1,synonym,superseded combination
2461,2854,Elasmonotus Vaillantii,"A. Milne-Edwards, 1881",Species,Malacostraca,Decapoda,Munidopsidae,Elasmonotus,NA,Vaillantii,NA,WORMS,NA,FALSE,392989,392639,1,synonym,superseded combination
3090,0,Elassochirus cavimanus,"(Miers, 1879)",Species,Malacostraca,Decapoda,Paguridae,Elassochirus,NA,cavimanus,NA,WoRMS,NA,TRUE,366320,NA,1,accepted,accepted
3091,0,Elassochirus gilli,"(Benedict, 1892)",Species,Malacostraca,Decapoda,Paguridae,Elassochirus,NA,gilli,NA,WoRMS,NA,TRUE,366321,NA,1,accepted,accepted
3092,0,Elassochirus tenuimanus,"(Dana, 1851)",Species,Malacostraca,Decapoda,Paguridae,Elassochirus,NA,tenuimanus,NA,WoRMS,NA,TRUE,366322,NA,1,accepted,accepted
1628,0,Emerita analoga,"(Stimpson, 1857)",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,analoga,NA,WoRMS,NA,TRUE,467695,NA,1,accepted,accepted
1629,1633,Emerita asiatica,"(H. Milne Edwards, 1837)",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,asiatica,NA,WORMS,NA,FALSE,1458234,210319,1,synonym,superseded combination
1630,0,Emerita austroafricana,"Schmitt, 1937",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,austroafricana,NA,WoRMS,NA,TRUE,210318,NA,1,accepted,accepted
1631,0,Emerita benedicti,"Schmitt, 1935",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,benedicti,NA,WoRMS,NA,TRUE,421884,NA,1,accepted,accepted
1632,0,Emerita brasiliensis,"Schmitt, 1935",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,brasiliensis,NA,WoRMS,NA,TRUE,467700,NA,1,accepted,accepted
1633,0,Emerita emeritus,"(Linnaeus, 1767)",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,emeritus,NA,WoRMS,NA,TRUE,210319,NA,1,accepted,accepted
1634,0,Emerita holthuisi,"Sankolli, 1965",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,holthuisi,NA,WoRMS,NA,TRUE,467701,NA,1,accepted,accepted
1635,0,Emerita karachiensis,"Niazi & Haque, 1974",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,karachiensis,NA,WoRMS,NA,TRUE,467702,NA,1,accepted,accepted
1636,0,Emerita portoricensis,"Schmitt, 1935",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,portoricensis,NA,WoRMS,NA,TRUE,421885,NA,1,accepted,accepted
1637,0,Emerita rathbunae,"Schmitt, 1935",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,rathbunae,NA,WoRMS,NA,TRUE,467699,NA,1,accepted,accepted
1638,0,Emerita taiwanensis,"Hsueh, 2015",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,taiwanensis,NA,WoRMS,NA,TRUE,868993,NA,1,accepted,accepted
1639,0,Emerita talpoida,"(Say, 1817 [in Say, 1817-1818])",Species,Malacostraca,Decapoda,Hippidae,Emerita,NA,talpoida,NA,WoRMS,NA,TRUE,158393,NA,1,accepted,accepted
3093,0,Enallopaguropsis guatemoci,"(Glassell, 1937)",Species,Malacostraca,Decapoda,Paguridae,Enallopaguropsis,NA,guatemoci,NA,WoRMS,NA,TRUE,366327,NA,1,accepted,accepted
3094,0,Enallopaguropsis janetae,"McLaughlin, 1982",Species,Malacostraca,Decapoda,Paguridae,Enallopaguropsis,NA,janetae,NA,WoRMS,NA,TRUE,366329,NA,1,accepted,accepted
3095,0,Enallopaguropsis williamsi,"Lemaitre & McLaughlin, 2003",Species,Malacostraca,Decapoda,Paguridae,Enallopaguropsis,NA,williamsi,NA,WoRMS,NA,TRUE,366330,NA,1,accepted,accepted
3096,0,Enallopagurus affinis,"(Faxon, 1893)",Species,Malacostraca,Decapoda,Paguridae,Enallopagurus,NA,affinis,NA,WoRMS,NA,TRUE,366332,NA,1,accepted,accepted
3097,0,Enallopagurus coronatus,"(Benedict, 1892)",Species,Malacostraca,Decapoda,Paguridae,Enallopagurus,NA,coronatus,NA,WoRMS,NA,TRUE,366333,NA,1,accepted,accepted
3098,0,Enallopagurus provenzanoi,"Lemaitre & McLaughlin, 2003",Species,Malacostraca,Decapoda,Paguridae,Enallopagurus,NA,provenzanoi,NA,WoRMS,NA,TRUE,366334,NA,1,accepted,accepted
3099,0,Enallopagurus spinicarpus,"(Glassell, 1938)",Species,Malacostraca,Decapoda,Paguridae,Enallopagurus,NA,spinicarpus,NA,WoRMS,NA,TRUE,366335,NA,1,accepted,accepted
3100,0,Enneobranchus bermudensis,"García-Gómez, 1988",Species,Malacostraca,Decapoda,Paguridae,Enneobranchus,NA,bermudensis,NA,WoRMS,NA,TRUE,366467,NA,1,accepted,accepted
3101,0,Enneobranchus flavioculatus,"García-Gómez, 1988",Species,Malacostraca,Decapoda,Paguridae,Enneobranchus,NA,flavioculatus,NA,WoRMS,NA,TRUE,366468,NA,1,accepted,accepted
3102,0,Enneobranchus markhami,"García-Gómez, 1988",Species,Malacostraca,Decapoda,Paguridae,Enneobranchus,NA,markhami,NA,WoRMS,NA,TRUE,366469,NA,1,accepted,accepted
3103,0,Enneopagurus garciagomezi,"McLaughlin, 1997",Species,Malacostraca,Decapoda,Paguridae,Enneopagurus,NA,garciagomezi,NA,WoRMS,NA,TRUE,364551,NA,1,accepted,accepted
3104,0,Enneophyllus ecarina,"Komai, 2017",Species,Malacostraca,Decapoda,Paguridae,Enneophyllus,NA,ecarina,NA,WoRMS,NA,TRUE,1058774,NA,1,accepted,accepted
3105,0,Enneophyllus spinirostris,"McLaughlin, 1997",Species,Malacostraca,Decapoda,Paguridae,Enneophyllus,NA,spinirostris,NA,WoRMS,NA,TRUE,364553,NA,1,accepted,accepted
4293,4297,Enosteoides hainanensis,"Yang & Sun, 2005",Species,Malacostraca,Decapoda,Porcellanidae,Enosteoides,NA,hainanensis,NA,WORMS,NA,FALSE,492728,410094,1,synonym,junior subjective synonym
4294,0,Enosteoides lobatus,"Osawa, 2009",Species,Malacostraca,Decapoda,Porcellanidae,Enosteoides,NA,lobatus,NA,WoRMS,NA,TRUE,410095,NA,1,accepted,accepted
4295,0,Enosteoides melissa,"(Miyake, 1942)",Species,Malacostraca,Decapoda,Porcellanidae,Enosteoides,NA,melissa,NA,WoRMS,NA,TRUE,410093,NA,1,accepted,accepted
4296,0,Enosteoides ornatus,"(Stimpson, 1858)",Species,Malacostraca,Decapoda,Porcellanidae,Enosteoides,NA,ornatus,NA,WoRMS,NA,TRUE,410092,NA,1,accepted,accepted
4297,0,Enosteoides palauensis,"(Nakasone & Miyake, 1968)",Species,Malacostraca,Decapoda,Porcellanidae,Enosteoides,NA,palauensis,NA,WoRMS,NA,TRUE,410094,NA,1,accepted,accepted
4298,0,Enosteoides philippinensis,"Dolorosa & Werding, 2014",Species,Malacostraca,Decapoda,Porcellanidae,Enosteoides,NA,philippinensis,NA,WoRMS,NA,TRUE,767159,NA,1,accepted,accepted
4299,0,Enosteoides turkayi,"Osawa, 2016",Species,Malacostraca,Decapoda,Porcellanidae,Enosteoides,NA,turkayi,NA,WoRMS,NA,TRUE,886705,NA,1,accepted,accepted
4300,4601,Enosteoides variabilis,"Yang & Sun, 1985",Species,Malacostraca,Decapoda,Porcellanidae,Enosteoides,NA,variabilis,NA,WORMS,NA,FALSE,1353881,425840,1,synonym,superseded combination
1950,0,Enriquea leviantennata,"(Baba, 1988)",Species,Malacostraca,Decapoda,Munididae,Enriquea,NA,leviantennata,NA,WoRMS,NA,TRUE,392205,NA,1,accepted,accepted
4301,0,Euceramus panatelus,"Glassell, 1938",Species,Malacostraca,Decapoda,Porcellanidae,Euceramus,NA,panatelus,NA,WoRMS,NA,TRUE,425814,NA,1,accepted,accepted
4302,0,Euceramus praelongus,"Stimpson, 1860",Species,Malacostraca,Decapoda,Porcellanidae,Euceramus,NA,praelongus,NA,WoRMS,NA,TRUE,421863,NA,1,accepted,accepted
4303,0,Euceramus transversilineatus,"(Lockington, 1878)",Species,Malacostraca,Decapoda,Porcellanidae,Euceramus,NA,transversilineatus,NA,WoRMS,NA,TRUE,425815,NA,1,accepted,accepted
4304,0,Eulenaios cometes,"(Walker, 1887)",Species,Malacostraca,Decapoda,Porcellanidae,Eulenaios,NA,cometes,NA,WoRMS,NA,TRUE,410099,NA,1,accepted,accepted
1238,0,Eumunida ampliata,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,ampliata,NA,WoRMS,NA,TRUE,391991,NA,1,accepted,accepted
1239,1238,Eumunida (Eumunidopsis) ampliata,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,ampliata,NA,WORMS,NA,FALSE,392701,391991,1,synonym,superseded combination
1240,0,Eumunida annulosa,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,annulosa,NA,WoRMS,NA,TRUE,391992,NA,1,accepted,accepted
1241,1240,Eumunida (Eumunidopsis) annulosa,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,annulosa,NA,WORMS,NA,FALSE,392702,391992,1,synonym,superseded combination
1242,0,Eumunida australis,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,australis,NA,WoRMS,NA,TRUE,391993,NA,1,accepted,accepted
1243,1242,Eumunida (Eumunidopsis) australis,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,australis,NA,WORMS,NA,FALSE,392703,391993,1,synonym,superseded combination
1244,0,Eumunida balssi,"Gordon, 1930",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,balssi,NA,WoRMS,NA,TRUE,391994,NA,1,accepted,accepted
1245,1244,Eumunida (Eumunidopsis) balssi,"Gordon, 1930",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,balssi,NA,WORMS,NA,FALSE,392704,391994,1,synonym,superseded combination
1246,0,Eumunida balteipes,"Osawa & Higashiji, 2019",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,balteipes,NA,WoRMS,NA,TRUE,1326971,NA,1,accepted,accepted
1247,0,Eumunida bella,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,bella,NA,WoRMS,NA,TRUE,107139,NA,1,accepted,accepted
1248,0,Eumunida bispinata,"Baba, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,bispinata,NA,WoRMS,NA,TRUE,391995,NA,1,accepted,accepted
1249,1248,Eumunida (Eumunidopsis) bispinata,"Baba, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,bispinata,NA,WORMS,NA,FALSE,392705,391995,1,synonym,superseded combination
1250,0,Eumunida capillata,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,capillata,NA,WoRMS,NA,TRUE,391996,NA,1,accepted,accepted
1251,1250,Eumunida (Eumunidopsis) capillata,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,capillata,NA,WORMS,NA,FALSE,392706,391996,1,synonym,superseded combination
1252,0,Eumunida chani,"Baba & Lin, 2008",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,chani,NA,WoRMS,NA,TRUE,391997,NA,1,accepted,accepted
1253,0,Eumunida debilistriata,"Baba, 1977",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,debilistriata,NA,WoRMS,NA,TRUE,391998,NA,1,accepted,accepted
1254,1253,Eumunida (Eumunidopsis) debilistriata,"Baba, 1977",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,debilistriata,NA,WORMS,NA,FALSE,392707,391998,1,synonym,superseded combination
1255,0,Eumunida depressa,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,depressa,NA,WoRMS,NA,TRUE,391999,NA,1,accepted,accepted
1256,1255,Eumunida (Eumunida) depressa,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida,depressa,NA,WORMS,NA,FALSE,392708,391999,1,synonym,superseded combination
1257,0,Eumunida dofleini,"Gordon, 1930",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,dofleini,NA,WoRMS,NA,TRUE,392000,NA,1,accepted,accepted
1258,1257,Eumunida (Eumunidopsis) dofleini,"Gordon, 1930",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,dofleini,NA,WORMS,NA,FALSE,392709,392000,1,synonym,superseded combination
1259,0,Eumunida funambulus,"Gordon, 1930",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,funambulus,NA,WoRMS,NA,TRUE,392001,NA,1,accepted,accepted
1260,1259,Eumunida (Eumunida) funambulus,"Gordon, 1930",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida,funambulus,NA,WORMS,NA,FALSE,392710,392001,1,synonym,superseded combination
1261,0,Eumunida gordonae,"Baba, 1976",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,gordonae,NA,WoRMS,NA,TRUE,392002,NA,1,accepted,accepted
1262,1261,Eumunida (Eumunidopsis) gordonae,"Baba, 1976",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,gordonae,NA,WORMS,NA,FALSE,392711,392002,1,synonym,superseded combination
1263,1288,Eumunida (Eumunidopsis) karubar,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunidopsis,karubar,NA,WORMS,NA,FALSE,392712,392013,1,synonym,superseded combination
1264,1288,Eumunida karubar,"de Saint Laurent & Poupin, 1996",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,karubar,NA,WORMS,NA,FALSE,392003,392013,1,synonym,junior subjective synonym
1265,0,Eumunida keijii,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,keijii,NA,WoRMS,NA,TRUE,392004,NA,1,accepted,accepted
1266,1265,Eumunida (Eumunida) keijii,"de Saint Laurent & Macpherson, 1990",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,Eumunida,keijii,NA,WORMS,NA,FALSE,392713,392004,1,synonym,superseded combination
1267,0,Eumunida laevimana,"Gordon, 1930",Species,Malacostraca,Decapoda,Eumunididae,Eumunida,NA,laevimana,NA,WoRMS,NA,TRUE,392005,NA,1,accepted,accepted
