"AphiaID","accid","class","order","family","genus","subgenus","species","subspecies","ScientificName","taxonomicStatus","taxonRank","type","authorship","source"
"208689",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"signatus",NA,"Clibanarius signatus","accepted","Species","accepted","Heller, 1861","WoRMS"
"367524",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"similis",NA,"Clibanarius similis","accepted","Species","accepted","Rahayu & Forest, 1993","WoRMS"
"367525",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"snelliusi",NA,"Clibanarius snelliusi","accepted","Species","accepted","Buitendijk, 1937","WoRMS"
"208685",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"striolatus",NA,"Clibanarius striolatus","accepted","Species","accepted","Dana, 1852","WoRMS"
"827088",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"symmetricus",NA,"Clibanarius symmetricus","accepted","Species","accepted","(Randall, 1840)","WoRMS"
"367526",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"taeniatus",NA,"Clibanarius taeniatus","accepted","Species","accepted","(H. Milne Edwards, 1848)","WoRMS"
"367527",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"tricolor",NA,"Clibanarius tricolor","accepted","Species","accepted","(Gibbes, 1850)","WoRMS"
"208688",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"virescens",NA,"Clibanarius virescens","accepted","Species","accepted","(Krauss, 1843)","WoRMS"
"367528",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"vittatus",NA,"Clibanarius vittatus","accepted","Species","accepted","(Bosc, 1801)","WoRMS"
"367529",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"willeyi",NA,"Clibanarius willeyi","accepted","Species","accepted","Southwell, 1910","WoRMS"
"367530",0,"Malacostraca","Decapoda","Diogenidae","Clibanarius",NA,"zebra",NA,"Clibanarius zebra","accepted","Species","accepted","(Dana, 1852)","WoRMS"
"597284",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"acanthochela",NA,"Diogenes acanthochela","accepted","Species","accepted","Komai, J Liang & T Yang, 2012","WoRMS"
"1060200",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"albimanus",NA,"Diogenes albimanus","accepted","Species","accepted","Landschoff & Rahayu, 2018","WoRMS"
"367655",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"alias",NA,"Diogenes alias","accepted","Species","accepted","McLaughlin & Holthuis, 2001","WoRMS"
"1552805",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"armatus",NA,"Diogenes armatus","accepted","Species","accepted","Almón, Cuesta, Schubart & García Raso in Almón, Cuesta, Schubart, Armenia & García Raso, 2021","WoRMS"
"208706",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"avarus",NA,"Diogenes avarus","accepted","Species","accepted","Heller, 1865","WoRMS"
"1538988",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"berduri",NA,"Diogenes berduri","accepted","Species","accepted","Rahayu, 2021","WoRMS"
"367656",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"bicristimanus",NA,"Diogenes bicristimanus","accepted","Species","accepted","Alcock, 1905","WoRMS"
"367657",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"biramus",NA,"Diogenes biramus","accepted","Species","accepted","Morgan, 1987","WoRMS"
"1116698",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"bispinatus",NA,"Diogenes bispinatus","accepted","Species","accepted","Xiao, Wang & Sha, 2015","WoRMS"
"208710",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"brevirostris",NA,"Diogenes brevirostris","accepted","Species","accepted","Stimpson, 1858","WoRMS"
"719203",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"canaliculatus",NA,"Diogenes canaliculatus","accepted","Species","accepted","Komai, Reshmi & AB Kumar, 2013","WoRMS"
"367658",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"capricorneus",NA,"Diogenes capricorneus","accepted","Species","accepted","Grant & McCulloch, 1906","WoRMS"
"894051",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"chhapgari",NA,"Diogenes chhapgari","accepted","Species","accepted","Trivedi, Osawa & Vachhrajani, 2016","WoRMS"
"208705",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"costatus",NA,"Diogenes costatus","accepted","Species","accepted","Henderson, 1893","WoRMS"
"1438654",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"crassus",NA,"Diogenes crassus","accepted","Species","accepted","Asakura, 2020","WoRMS"
"208709",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"crosnieri",NA,"Diogenes crosnieri","accepted","Species","accepted","Dechancé, 1964","WoRMS"
"1552804",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"curvimanus",NA,"Diogenes curvimanus","accepted","Species","accepted","(Clément, 1874)","WoRMS"
"208711",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"custos",NA,"Diogenes custos","accepted","Species","accepted","(JC Fabricius, 1798)","WoRMS"
"367659",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"deflectomanus",NA,"Diogenes deflectomanus","accepted","Species","accepted","Wang & Tung, 1980","WoRMS"
"208707",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"denticulatus",NA,"Diogenes denticulatus","accepted","Species","accepted","Chevreux & Bouvier, 1891","WoRMS"
"367660",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"dorotheae",NA,"Diogenes dorotheae","accepted","Species","accepted","Morgan & Forest, 1991","WoRMS"
"367662",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"dubius",NA,"Diogenes dubius","accepted","Species","accepted","(Herbst, 1804 [in Herbst, 1799-1804])","WoRMS"
"367663",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"edwardsii",NA,"Diogenes edwardsii","accepted","Species","accepted","(De Haan, 1849 [in De Haan, 1833-1850])","WoRMS"
"246522",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"extricatus",NA,"Diogenes extricatus","accepted","Species","accepted","Stebbing, 1910","WoRMS"
"367664",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"fasciatus",NA,"Diogenes fasciatus","accepted","Species","accepted","Rahayu & Forest, 1995","WoRMS"
"367665",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"foresti",NA,"Diogenes foresti","accepted","Species","accepted","Rahayu & Hortle, 2002","WoRMS"
"367666",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"goniochirus",NA,"Diogenes goniochirus","accepted","Species","accepted","Forest, 1956","WoRMS"
"367667",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"granulatus",NA,"Diogenes granulatus","accepted","Species","accepted","Miers, 1880","WoRMS"
"367668",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"guttatus",NA,"Diogenes guttatus","accepted","Species","accepted","Henderson, 1888","WoRMS"
"1438655",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"haigae",NA,"Diogenes haigae","accepted","Species","accepted","Asakura, 2020","WoRMS"
"1058772",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"heteropsammicola",NA,"Diogenes heteropsammicola","accepted","Species","accepted","Igawa & Kato, 2017","WoRMS"
"743372",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"holthuisi",NA,"Diogenes holthuisi","accepted","Species","accepted","Asakura & Tachikawa, 2010","WoRMS"
"367669",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"inglei",NA,"Diogenes inglei","accepted","Species","accepted","McLaughlin & PF Clark, 1997","WoRMS"
"367670",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"investigatoris",NA,"Diogenes investigatoris","accepted","Species","accepted","Alcock, 1905","WoRMS"
"367671",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"izanamiae",NA,"Diogenes izanamiae","accepted","Species","accepted","Asakura, 2006","WoRMS"
"208715",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"jousseaumei",NA,"Diogenes jousseaumei","accepted","Species","accepted","(Bouvier, 1897)","WoRMS"
"367672",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"jubatus",NA,"Diogenes jubatus","accepted","Species","accepted","(Nobili, 1903)","WoRMS"
"367673",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"karwarensis",NA,"Diogenes karwarensis","accepted","Species","accepted","Nayak & Neelakantan, 1989","WoRMS"
"367674",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"klaasi",NA,"Diogenes klaasi","accepted","Species","accepted","Rahayu & Forest, 1995","WoRMS"
"367675",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"laevicarpus",NA,"Diogenes laevicarpus","accepted","Species","accepted","Rahayu, 1996","WoRMS"
"367676",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"lanaris",NA,"Diogenes lanaris","accepted","Species","accepted","Estampador, 1937","WoRMS"
"208708",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"leptocerus",NA,"Diogenes leptocerus","accepted","Species","accepted","Forest, 1957","WoRMS"
"367677",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"lophochir",NA,"Diogenes lophochir","accepted","Species","accepted","Morgan, 1989","WoRMS"
"367678",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"maclaughlinae",NA,"Diogenes maclaughlinae","accepted","Species","accepted","Nayak & Neelakantan, 1985","WoRMS"
"1438656",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"magnus",NA,"Diogenes magnus","accepted","Species","accepted","Asakura, 2020","WoRMS"
"367679",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"manaarensis",NA,"Diogenes manaarensis","accepted","Species","accepted","(Henderson, 1893)","WoRMS"
"1560350",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"matabiru",NA,"Diogenes matabiru","accepted","Species","accepted","Rahayu & Pratiwi, 2022","WoRMS"
"246286",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"mercatoris",NA,"Diogenes mercatoris","accepted","Species","accepted","Forest, 1952","WoRMS"
"367680",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"merguiensis",NA,"Diogenes merguiensis","accepted","Species","accepted","de Man, 1888 [in de Man, 1887-1888]","WoRMS"
"246284",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"miles",NA,"Diogenes miles","accepted","Species","accepted","(JC Fabricius, 1787)","WoRMS"
"1415687",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"minimus",NA,"Diogenes minimus","accepted","Species","accepted","Komai & Yoshida, 2020","WoRMS"
"367681",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"mixtus",NA,"Diogenes mixtus","accepted","Species","accepted","Lanchester, 1902","WoRMS"
"367682",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"moosai",NA,"Diogenes moosai","accepted","Species","accepted","Rahayu & Forest, 1995","WoRMS"
"367683",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"nitidimanus",NA,"Diogenes nitidimanus","accepted","Species","accepted","Terao, 1913","WoRMS"
"367684",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"ortholepis",NA,"Diogenes ortholepis","accepted","Species","accepted","Forest, 1961","WoRMS"
"246285",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"ovatus",NA,"Diogenes ovatus","accepted","Species","accepted","Miers, 1881","WoRMS"
"367661",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"pallescens",NA,"Diogenes pallescens","accepted","Species","accepted","Whitelegge, 1897","WoRMS"
"367685",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"paracristimanus",NA,"Diogenes paracristimanus","accepted","Species","accepted","Wang & Dong, 1977","WoRMS"
"367686",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"patae",NA,"Diogenes patae","accepted","Species","accepted","Asakura & Godwin, 2006","WoRMS"
"367687",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"penicillatus",NA,"Diogenes penicillatus","accepted","Species","accepted","Stimpson, 1858","WoRMS"
"367688",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"persicus",NA,"Diogenes persicus","accepted","Species","accepted","(Nobili, 1905)","WoRMS"
"208714",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"planimanus",NA,"Diogenes planimanus","accepted","Species","accepted","Henderson, 1893","WoRMS"
"107199",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"pugilator",NA,"Diogenes pugilator","accepted","Species","accepted","(P. Roux, 1829)","WoRMS"
"367689",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"rectimanus",NA,"Diogenes rectimanus","accepted","Species","accepted","Miers, 1884","WoRMS"
"208713",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"senex",NA,"Diogenes senex","accepted","Species","accepted","Heller, 1865","WoRMS"
"894049",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"singaporensis",NA,"Diogenes singaporensis","accepted","Species","accepted","Rahayu, 2015","WoRMS"
"367690",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"spinicarpus",NA,"Diogenes spinicarpus","accepted","Species","accepted","Rahayu & Forest, 1995","WoRMS"
"367691",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"spinifrons",NA,"Diogenes spinifrons","accepted","Species","accepted","(De Haan, 1849 [in De Haan, 1833-1850])","WoRMS"
"1306921",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"spongicola",NA,"Diogenes spongicola","accepted","Species","accepted","Komai, Ravinesh & AB Kumar, 2018","WoRMS"
"701662",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"takedai",NA,"Diogenes takedai","accepted","Species","accepted","Rahayu, 2012","WoRMS"
"367694",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"tirmiziae",NA,"Diogenes tirmiziae","accepted","Species","accepted","Siddiqui & McLaughlin, 2003","WoRMS"
"367693",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"tomentosus",NA,"Diogenes tomentosus","accepted","Species","accepted","Wang & Tung, 1980","WoRMS"
"367695",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"tumidus",NA,"Diogenes tumidus","accepted","Species","accepted","Rahayu & Forest, 1995","WoRMS"
"367697",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"violaceus",NA,"Diogenes violaceus","accepted","Species","accepted","Henderson, 1893","WoRMS"
"367696",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"viridis",NA,"Diogenes viridis","accepted","Species","accepted","Haig & Ball, 1988","WoRMS"
"367698",0,"Malacostraca","Decapoda","Diogenidae","Diogenes",NA,"waltairensis",NA,"Diogenes waltairensis","accepted","Species","accepted","Kamalaveni, 1950","WoRMS"
"368340",0,"Malacostraca","Decapoda","Diogenidae","Isocheles",NA,"aequimanus",NA,"Isocheles aequimanus","accepted","Species","accepted","(Dana, 1852)","WoRMS"
"368341",0,"Malacostraca","Decapoda","Diogenidae","Isocheles",NA,"pacificus",NA,"Isocheles pacificus","accepted","Species","accepted","Bouvier, 1907","WoRMS"
"368342",0,"Malacostraca","Decapoda","Diogenidae","Isocheles",NA,"pilosus",NA,"Isocheles pilosus","accepted","Species","accepted","(Holmes, 1900)","WoRMS"
"368343",0,"Malacostraca","Decapoda","Diogenidae","Isocheles",NA,"sawayai",NA,"Isocheles sawayai","accepted","Species","accepted","Forest & de Saint Laurent, 1968","WoRMS"
"368344",0,"Malacostraca","Decapoda","Diogenidae","Isocheles",NA,"wurdemanni",NA,"Isocheles wurdemanni","accepted","Species","accepted","Stimpson, 1859","WoRMS"
"367410",0,"Malacostraca","Decapoda","Diogenidae","Loxopagurus",NA,"loxochelis",NA,"Loxopagurus loxochelis","accepted","Species","accepted","(Moreira, 1901)","WoRMS"
"368199",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"acanthomerus",NA,"Paguristes acanthomerus","accepted","Species","accepted","Ortmann, 1892","WoRMS"
"368200",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"aciculus",NA,"Paguristes aciculus","accepted","Species","accepted","Grant, 1905","WoRMS"
"208724",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"agulhasensis",NA,"Paguristes agulhasensis","accepted","Species","accepted","Forest, 1954","WoRMS"
"368201",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"albimaculatus",NA,"Paguristes albimaculatus","accepted","Species","accepted","Komai, 2001","WoRMS"
"368202",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"alcocki",NA,"Paguristes alcocki","accepted","Species","accepted","McLaughlin & Rahayu, 2005","WoRMS"
"368203",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"alegrias",NA,"Paguristes alegrias","accepted","Species","accepted","Morgan, 1987","WoRMS"
"368204",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"anahuacus",NA,"Paguristes anahuacus","accepted","Species","accepted","Glassell, 1938","WoRMS"
"368206",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"angustithecus",NA,"Paguristes angustithecus","accepted","Species","accepted","McLaughlin & Provenzano, 1974","WoRMS"
"368205",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"anomalus",NA,"Paguristes anomalus","accepted","Species","accepted","Bouvier, 1918","WoRMS"
"368207",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"antennarius",NA,"Paguristes antennarius","accepted","Species","accepted","Rahayu, 2006","WoRMS"
"368208",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"arostratus",NA,"Paguristes arostratus","accepted","Species","accepted","Rahayu, 2006","WoRMS"
"458678",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"aulacis",NA,"Paguristes aulacis","accepted","Species","accepted","Rahayu & Forest, 2009","WoRMS"
"368209",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"aztatlanensis",NA,"Paguristes aztatlanensis","accepted","Species","accepted","Glassell, 1937","WoRMS"
"368210",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"bakeri",NA,"Paguristes bakeri","accepted","Species","accepted","Holmes, 1900","WoRMS"
"368211",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"balanophilus",NA,"Paguristes balanophilus","accepted","Species","accepted","Alcock, 1905","WoRMS"
"411840",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"barbatus",NA,"Paguristes barbatus","accepted","Species","accepted","(Heller, 1862)","WoRMS"
"208720",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"barnardi",NA,"Paguristes barnardi","accepted","Species","accepted","Forest, 1954","WoRMS"
"368212",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"brachyrostris",NA,"Paguristes brachyrostris","accepted","Species","accepted","Rahayu, 2006","WoRMS"
"368213",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"brevicornis",NA,"Paguristes brevicornis","accepted","Species","accepted","(Guérin, 1838)","WoRMS"
"368214",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"brevirostris",NA,"Paguristes brevirostris","accepted","Species","accepted","Baker, 1905","WoRMS"
"368215",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"cadenati",NA,"Paguristes cadenati","accepted","Species","accepted","Forest, 1954","WoRMS"
"208716",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"calvus",NA,"Paguristes calvus","accepted","Species","accepted","Alcock, 1905","WoRMS"
"842770",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"candelae",NA,"Paguristes candelae","accepted","Species","accepted","de Matos-Pita & Ramil, 2015","WoRMS"
"208725",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"ciliatus",NA,"Paguristes ciliatus","accepted","Species","accepted","Heller, 1862","WoRMS"
"368217",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"crinitimanus",NA,"Paguristes crinitimanus","accepted","Species","accepted","McLaughlin, 2008","WoRMS"
"368219",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"dampierensis",NA,"Paguristes dampierensis","accepted","Species","accepted","McLaughlin, 2008","WoRMS"
"368220",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"depressus",NA,"Paguristes depressus","accepted","Species","accepted","Stimpson, 1859","WoRMS"
"368221",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"digitalis",NA,"Paguristes digitalis","accepted","Species","accepted","Stimpson, 1858","WoRMS"
"368222",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"digueti",NA,"Paguristes digueti","accepted","Species","accepted","Bouvier, 1893","WoRMS"
"368223",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"doederleini",NA,"Paguristes doederleini","accepted","Species","accepted","Komai, 2001","WoRMS"
"107200",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"eremita",NA,"Paguristes eremita","accepted","Species","accepted","(Linnaeus, 1767)","WoRMS"
"368224",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"erythrops",NA,"Paguristes erythrops","accepted","Species","accepted","Holthuis, 1959","WoRMS"
"368225",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"fagei",NA,"Paguristes fagei","accepted","Species","accepted","Forest, 1952","WoRMS"
"368226",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"fecundus",NA,"Paguristes fecundus","accepted","Species","accepted","Faxon, 1893","WoRMS"
"368228",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"foresti",NA,"Paguristes foresti","accepted","Species","accepted","Scelzo, 1971","WoRMS"
"368229",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"frontalis",NA,"Paguristes frontalis","accepted","Species","accepted","(H. Milne Edwards, 1836)","WoRMS"
"208719",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"gamianus",NA,"Paguristes gamianus","accepted","Species","accepted","(H. Milne Edwards, 1836)","WoRMS"
"368231",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"geminatus",NA,"Paguristes geminatus","accepted","Species","accepted","McLaughlin, 2008","WoRMS"
"368230",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"gonagrus",NA,"Paguristes gonagrus","accepted","Species","accepted","(H. Milne Edwards, 1836)","WoRMS"
"368232",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"grayi",NA,"Paguristes grayi","accepted","Species","accepted","Benedict, 1901","WoRMS"
"1311371",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"haigae",NA,"Paguristes haigae","accepted","Species","accepted","Ayón Parente & Hendrickx, 2007","WoRMS"
"368233",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"hernancortezi",NA,"Paguristes hernancortezi","accepted","Species","accepted","McLaughlin & Provenzano, 1974","WoRMS"
"368313",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"hirtus",NA,"Paguristes hirtus","accepted","Species","accepted","Dana, 1851","WoRMS"
"368235",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"holguinensis",NA,"Paguristes holguinensis","accepted","Species","accepted","Manjón-Cabeza, García Raso & Martínez Iglesias, 2002","WoRMS"
"590247",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"holmesi",NA,"Paguristes holmesi","accepted","Species","accepted","Glassell, 1937","WoRMS"
"368237",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"incomitatus",NA,"Paguristes incomitatus","accepted","Species","accepted","Alcock, 1905","WoRMS"
"368238",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"inconstans",NA,"Paguristes inconstans","accepted","Species","accepted","McLaughlin & Provenzano, 1975","WoRMS"
"368239",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"insularis",NA,"Paguristes insularis","accepted","Species","accepted","Forest, 1966","WoRMS"
"368240",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"jalur",NA,"Paguristes jalur","accepted","Species","accepted","Morgan, 1992","WoRMS"
"208717",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"jousseaumei",NA,"Paguristes jousseaumei","accepted","Species","accepted","Bouvier, 1892","WoRMS"
"368243",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"kimberleyensis",NA,"Paguristes kimberleyensis","accepted","Species","accepted","Morgan & Forest, 1991","WoRMS"
"368244",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"lapillatus",NA,"Paguristes lapillatus","accepted","Species","accepted","McLaughlin & Provenzano, 1975","WoRMS"
"368245",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"laticlavus",NA,"Paguristes laticlavus","accepted","Species","accepted","McLaughlin & Provenzano, 1975","WoRMS"
"246566",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"lauriei",NA,"Paguristes lauriei","accepted","Species","accepted","McLaughlin & Hogarth, 1998","WoRMS"
"368246",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"lewinsohni",NA,"Paguristes lewinsohni","accepted","Species","accepted","McLaughlin & Rahayu, 2005","WoRMS"
"368247",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"limonensis",NA,"Paguristes limonensis","accepted","Species","accepted","McLaughlin & Provenzano, 1975","WoRMS"
"368248",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"longirostris",NA,"Paguristes longirostris","accepted","Species","accepted","Dana, 1851","WoRMS"
"368249",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"longisetosus",NA,"Paguristes longisetosus","accepted","Species","accepted","Morgan, 1987","WoRMS"
"842934",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"luculentus",NA,"Paguristes luculentus","accepted","Species","accepted","Komai, Reshmi & AB Kumar, 2015","WoRMS"
"368250",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"lymani",NA,"Paguristes lymani","accepted","Species","accepted","A. Milne-Edwards & Bouvier, 1893","WoRMS"
"368251",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"maclaughlinae",NA,"Paguristes maclaughlinae","accepted","Species","accepted","Martinez-Iglesias & Gómez, 1989","WoRMS"
"503157",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"macrops",NA,"Paguristes macrops","accepted","Species","accepted","Rahayu & Forest, 2009","WoRMS"
"208721",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"macrotrichus",NA,"Paguristes macrotrichus","accepted","Species","accepted","Forest, 1954","WoRMS"
"368252",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"markhami",NA,"Paguristes markhami","accepted","Species","accepted","Sandberg, 1996","WoRMS"
"368253",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"meloi",NA,"Paguristes meloi","accepted","Species","accepted","Nucci & Hebling, 2004","WoRMS"
"368255",0,"Malacostraca","Decapoda","Diogenidae","Paguristes",NA,"microphthalmus",NA,"Paguristes microphthalmus","accepted","Species","accepted","Forest, 1952","WoRMS"
